Name,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments
OrcEncodedDataReader.java,74,0,24,92,0,24,92,230,89,16,12,18,6
TezCounterSource.java,0,0,1,2,0,1,2,373,373,0,310,1,0
SerDeEncodedDataReader.java,18,0,13,22,0,13,22,332,89,33,22,7,4
VectorDeserializeOrcWriter.java,2,0,3,4,0,3,4,332,89,94,68,0,0
ReadPipeline.java,0,1,2,7,0,2,7,298,224,42,182,1,1
OrcColumnVectorProducer.java,12,0,8,44,0,8,44,229,89,46,26,1,2
GenericColumnVectorProducer.java,2,0,3,6,0,3,6,298,224,110,81,1,1
EncodedDataConsumer.java,1,0,3,19,0,3,19,298,224,88,58,1,1
ColumnVectorProducer.java,11,0,2,23,0,2,23,298,224,42,52,1,1
OrcEncodedDataConsumer.java,64,0,10,47,0,10,47,247,143,32,25,36,4
LlapIoImpl.java,90,0,16,55,0,16,55,342,89,26,22,1,7
LlapInputFormat.java,18,0,11,68,0,11,68,247,143,25,18,4,2
ColumnVectorBatch.java,42,0,2,5,0,2,5,298,224,42,284,1,1
LlapRecordReader.java,234,0,12,22,1,12,22,276,224,24,36,63,2
ContainerRunnerImpl.java,27,0,7,66,0,7,66,273,89,58,17,1,2
LlapDaemon.java,18,0,10,101,0,10,101,248,2,28,9,0,0
TaskExecutorService.java,106,0,10,48,0,10,48,311,89,32,21,1,1
QueryInfo.java,0,235,6,20,0,6,20,215,76,51,51,1,0
LlapProtocolServerImpl.java,0,25,6,14,0,6,14,200,2,98,61,0,3
LlapTaskReporter.java,12,0,2,15,0,2,15,298,224,66,77,1,1
StatsRecordingThreadPool.java,0,0,2,5,0,2,5,234,95,8,140,1,1
QueryFragmentInfo.java,0,0,1,7,0,1,7,224,224,0,126,0,0
QueryTracker.java,124,0,3,25,0,3,25,141,95,130,41,0,1
TaskRunnerCallable.java,58,0,13,67,0,13,67,169,45,30,16,1,5
AMReporter.java,41,0,2,23,0,2,23,224,224,190,48,6,0
StaticPermanentFunctionChecker.java,0,1,1,2,0,1,2,1,1,0,464,0,0
EvictingPriorityBlockingQueue.java,5,0,5,14,0,5,14,218,89,74,75,1,0
Scheduler.java,2,0,5,11,0,5,11,342,89,70,100,1,0
LlapDaemonMXBean.java,0,0,4,8,0,4,8,382,89,94,150,1,0
PriorityBlockingDeque.java,0,0,1,4,0,1,4,373,373,0,327,1,0
LlapIoMemoryServlet.java,88,0,7,7,0,7,7,382,89,60,60,1,3
LlapWebServices.java,5,0,6,19,0,6,19,342,89,67,56,0,1
SystemConfigurationServlet.java,198,0,3,3,0,3,3,373,373,96,96,1,0
ShortestJobFirstComparator.java,0,13,2,6,0,2,6,224,224,57,145,0,0
FirstInFirstOutComparator.java,0,10,2,5,0,2,5,224,224,57,181,0,0
LlapQueueComparatorBase.java,48,0,1,1,0,1,1,224,224,0,0,0,0
HBaseTestStructSerializer.java,0,0,1,5,0,1,5,373,373,0,301,1,0
SampleHBaseKeyFactory.java,0,0,1,4,0,1,4,373,373,0,383,1,0
HBaseTestCompositeKey.java,0,0,1,3,0,1,3,373,373,0,736,1,0
TestLazyHBaseObject.java,1,0,2,12,0,2,12,287,201,82,260,1,0
SampleHBaseKeyFactory2.java,0,0,1,4,0,1,4,373,373,0,383,1,0
TestHBaseSerDe.java,14,0,3,20,0,3,20,201,29,41,151,6,0
TestPutResultWritable.java,1,0,2,3,0,2,3,287,201,82,764,1,0
HBaseTestAvroSchemaRetriever.java,0,0,1,2,0,1,2,373,373,0,1228,1,0
SampleHBaseKeyFactory3.java,0,0,2,4,0,2,4,216,59,10,383,1,1
TestLazyHBaseCellMap.java,73,0,2,2,0,2,2,190,7,92,92,1,0
AbstractHBaseKeyFactory.java,0,0,1,3,0,1,3,373,373,0,673,1,0
ColumnMappings.java,0,0,1,6,0,1,6,373,373,0,269,1,0
ResultWritable.java,1,0,2,3,0,2,3,287,201,82,764,1,0
package-info.java,0,1,38,92,0,38,92,149,1,10,33,221,0
HBaseSerDeParameters.java,0,0,1,15,0,1,15,373,373,0,100,1,0
HBaseMetaHook.java,224,0,3,3,0,3,3,263,201,40,40,1,0
HBaseKeyFactory.java,0,0,1,3,0,1,3,373,373,0,673,1,0
HBaseSplit.java,0,0,1,4,0,1,4,373,373,0,956,1,0
LazyHBaseCellMap.java,0,0,1,8,0,1,8,373,373,0,410,1,0
AbstractHBaseKeyPredicateDecomposer.java,0,0,1,3,0,1,3,373,373,0,666,1,0
HiveHBaseInputFormatUtil.java,175,0,3,7,0,3,7,211,59,41,210,7,0
HBaseScanRange.java,8,0,2,3,0,2,3,216,59,10,673,2,0
HiveHFileOutputFormat.java,8,0,5,17,0,5,17,593,201,26,178,3,1
HBaseStorageHandler.java,0,172,3,49,0,3,49,263,201,40,59,1,0
HiveHBaseTableSnapshotInputFormat.java,0,0,1,3,0,1,3,373,373,0,632,1,0
DataOutputOutputStream.java,0,0,1,2,0,1,2,373,373,0,1528,1,0
DefaultHBaseKeyFactory.java,0,0,1,8,0,1,8,373,373,0,192,1,0
HiveHBaseTableInputFormat.java,0,185,5,39,0,5,39,127,1,103,75,7,1
DataInputInputStream.java,0,0,1,2,0,1,2,373,373,0,1528,1,0
LazyHBaseRow.java,0,0,1,17,0,1,17,373,373,0,179,1,0
CompositeHBaseKeyFactory.java,0,0,1,4,0,1,4,373,373,0,449,1,0
PutWritable.java,0,0,1,2,0,1,2,373,373,0,1528,1,0
HBaseRowSerializer.java,0,0,3,8,0,3,8,211,59,70,200,3,0
HBaseSerDe.java,0,0,3,33,0,3,33,287,201,11,89,1,2
HiveHBaseTableOutputFormat.java,5,0,2,14,0,2,14,287,201,82,220,1,0
HBaseSerDeHelper.java,0,0,1,8,0,1,8,373,373,0,175,1,0
HBaseTableSnapshotInputFormatUtil.java,0,0,1,3,0,1,3,373,373,0,632,1,0
HBaseCompositeKey.java,0,0,1,4,0,1,4,373,373,0,491,1,0
HBaseLazyObjectFactory.java,0,2,2,7,0,2,7,201,29,28,224,1,1
HBaseValueFactory.java,0,0,1,5,0,1,5,373,373,0,306,1,0
AvroHBaseValueFactory.java,0,0,1,7,0,1,7,373,373,0,204,1,0
StructHBaseValueFactory.java,0,0,1,4,0,1,4,373,373,0,402,1,0
HBaseStructValue.java,0,0,1,4,0,1,4,373,373,0,402,1,0
DefaultHBaseValueFactory.java,0,0,1,8,0,1,8,373,373,0,175,1,0
HiveBurnInClient.java,0,0,3,6,0,3,6,231,89,130,247,1,0
JIRAService.java,0,0,1,14,0,1,14,201,201,0,131,0,1
PTest.java,16,0,2,26,0,2,26,110,110,96,63,0,0
YetusPhase.java,149,0,3,3,0,3,3,110,110,45,45,0,1
Constants.java,24,0,12,58,0,12,58,132,1,33,61,3,5
CloudExecutionContextProvider.java,11,0,1,10,0,1,10,110,110,0,178,0,0
TestParser.java,1,0,1,21,0,1,21,110,110,0,74,0,0
ExecutionContextConfiguration.java,0,14,1,7,0,1,7,110,110,0,248,0,0
Context.java,0,919,41,113,0,41,113,170,6,15,31,21,5
TestConfiguration.java,0,18,1,21,0,1,21,110,110,0,74,0,0
PTestClient.java,2,0,2,10,0,2,10,134,67,69,190,1,1
TestExecutor.java,14,0,1,9,0,1,9,110,110,0,186,0,0
ExecutionController.java,3,0,1,9,0,1,9,110,110,0,186,0,0
TestJIRAService.java,2,0,1,5,0,1,5,110,110,0,372,0,0
TestTestConfiguration.java,0,0,1,3,0,1,3,110,110,0,746,0,0
TestContext.java,5,0,3,5,0,3,5,163,6,77,135,1,0
TestGenericMR.java,0,0,1,6,0,1,6,373,373,0,586,1,0
TestRegexSerDe.java,0,0,1,7,0,1,7,373,373,0,517,1,0
UDFRowSequence.java,0,0,1,3,0,1,3,373,373,0,1383,1,0
GenericMR.java,0,0,1,5,0,1,5,373,373,0,733,1,0
Mapper.java,0,0,1,3,0,1,3,373,373,0,1467,1,0
Output.java,0,0,1,3,0,1,3,373,373,0,1467,1,0
Reducer.java,0,0,1,3,0,1,3,373,373,0,1467,1,0
RegexSerDe.java,0,0,2,27,0,2,27,373,373,0,119,2,0
MultiDelimitSerDe.java,0,0,1,7,0,1,7,373,373,0,205,1,0
TypedBytesSerDe.java,0,0,1,14,0,1,14,373,373,0,236,1,0
Base64TextInputFormat.java,0,0,1,7,0,1,7,373,373,0,517,1,0
Base64TextOutputFormat.java,0,0,1,8,0,1,8,373,373,0,443,1,0
UDFExampleArraySum.java,0,0,1,7,0,1,7,373,373,0,513,1,0
UDFExampleStructPrint.java,0,0,1,7,0,1,7,373,373,0,513,1,0
UDFExampleMapConcat.java,0,0,1,7,0,1,7,373,373,0,513,1,0
UDFExampleAdd.java,0,0,1,7,0,1,7,373,373,0,513,1,0
UDFExampleFormat.java,0,0,1,7,0,1,7,373,373,0,513,1,0
TypedBytesWritableOutput.java,0,0,1,12,0,1,12,373,373,0,279,1,0
TypedBytesRecordInput.java,0,0,1,8,0,1,8,373,373,0,438,1,0
Type.java,0,0,6,49,0,6,49,208,76,50,71,2,0
TypedBytesOutput.java,0,0,1,9,0,1,9,373,373,0,383,1,0
TypedBytesInput.java,0,0,1,9,0,1,9,373,373,0,384,1,0
TypedBytesRecordOutput.java,0,0,1,8,0,1,8,373,373,0,438,1,0
TypedBytesRecordWriter.java,0,0,1,5,0,1,5,373,373,0,765,1,0
TypedBytesRecordReader.java,0,0,1,11,0,1,11,373,373,0,307,1,0
TypedBytesWritableInput.java,0,0,1,10,0,1,10,373,373,0,341,1,0
TypedBytesWritable.java,0,0,1,7,0,1,7,373,373,0,511,1,0
GenericUDFAdd10.java,0,0,1,2,0,1,2,373,373,0,790,1,0
GenericUDFDBOutput.java,0,0,1,10,0,1,10,373,373,0,340,1,0
IdentityMapper.java,0,0,1,4,0,1,4,373,373,0,978,1,0
WordCountReduce.java,0,0,1,4,0,1,4,373,373,0,978,1,0
S3LogDeserializer.java,0,0,1,9,0,1,9,373,373,0,385,1,0
S3LogStruct.java,0,0,1,5,0,1,5,373,373,0,770,1,0
SampleURLHook.java,0,0,1,3,0,1,3,373,373,0,575,1,0
UDAFExampleMaxMinNUtil.java,0,0,1,2,0,1,2,373,373,0,2906,1,0
UDAFExampleGroupConcat.java,0,0,1,6,0,1,6,373,373,0,615,1,0
UDAFExampleMin.java,0,0,1,3,0,1,3,373,373,0,1453,1,0
UDAFExampleAvg.java,0,0,1,7,0,1,7,373,373,0,513,1,0
UDAFExampleMinN.java,0,0,1,5,0,1,5,373,373,0,726,1,0
UDAFExampleMaxN.java,0,0,1,5,0,1,5,373,373,0,726,1,0
UDAFExampleMax.java,0,0,1,3,0,1,3,373,373,0,1453,1,0
GenericUDTFExplode2.java,0,0,1,7,0,1,7,373,373,0,493,1,0
GenericUDTFCount2.java,0,0,1,6,0,1,6,373,373,0,549,1,0
TestHiveStatement.java,58,0,1,1,0,1,1,7,7,0,0,0,0
HttpRequestInterceptorBase.java,18,0,2,4,0,2,4,252,130,13,338,2,0
JdbcUriParseException.java,0,0,1,2,0,1,2,373,373,0,1221,1,0
HiveDatabaseMetaData.java,48,0,4,40,0,4,40,208,28,75,84,1,0
HttpTokenAuthInterceptor.java,0,0,2,3,0,2,3,252,130,13,350,1,1
HttpKerberosRequestInterceptor.java,0,0,2,8,0,2,8,252,130,13,202,1,1
HiveMetaDataResultSet.java,6,0,2,7,0,2,7,200,28,227,455,1,0
HiveCallableStatement.java,0,0,1,12,0,1,12,373,373,0,299,1,0
HiveQueryResultSet.java,0,0,1,34,0,1,34,373,373,0,82,1,0
HiveDataSource.java,0,0,1,13,0,1,13,373,373,0,275,1,0
HiveResultSetMetaData.java,0,0,1,32,0,1,32,373,373,0,106,1,0
HiveDriver.java,0,0,1,21,0,1,21,373,373,0,164,1,0
ZooKeeperHiveClientException.java,0,0,1,2,0,1,2,373,373,0,1221,1,0
HiveBaseResultSet.java,3,0,3,30,0,3,30,249,82,126,94,1,0
XsrfHttpRequestInterceptor.java,0,0,1,2,0,1,2,373,373,0,593,1,0
HttpBasicAuthInterceptor.java,1,0,2,7,0,2,7,252,130,13,264,5,0
ClosedOrCancelledStatementException.java,0,0,1,4,0,1,4,373,373,0,403,1,0
HiveConnection.java,48,0,15,108,0,15,108,110,15,22,31,3,2
ZooKeeperHiveClientHelper.java,123,0,5,18,0,5,18,138,15,43,75,22,0
Utils.java,0,0,33,109,0,33,109,111,15,11,27,72,5
HivePreparedStatement.java,22,0,2,35,0,2,35,247,121,41,98,2,0
JdbcTable.java,0,0,1,4,0,1,4,373,373,0,910,1,0
JdbcColumn.java,13,0,4,26,0,4,26,187,1,84,109,1,0
JdbcColumnAttributes.java,0,0,1,3,0,1,3,373,373,0,790,1,0
HiveStatement.java,30,0,10,57,0,10,57,113,15,33,58,1,0
InPlaceUpdateStream.java,0,0,4,7,0,4,7,230,89,89,63,1,0
TestOptionsProcessor.java,0,0,1,4,0,1,4,373,373,0,543,1,0
TestCliDriverMethods.java,38,0,4,13,0,4,13,165,13,22,197,1,2
TestCliSessionState.java,0,0,2,5,0,2,5,294,216,121,406,1,0
TestRCFileCat.java,0,0,3,6,0,3,6,231,89,130,326,1,0
OptionsProcessor.java,0,0,1,18,0,1,18,373,373,0,201,1,0
CliSessionState.java,0,0,1,14,0,1,14,373,373,0,263,1,0
RCFileCat.java,0,0,3,11,0,3,11,231,89,130,280,1,0
CliDriver.java,0,0,8,115,0,8,115,186,13,31,30,8,2
HiveKryoRegistrator.java,72,0,2,2,0,2,2,228,82,86,86,1,0
TestAccumuloIndexLexicoder.java,177,0,6,6,0,6,6,229,89,54,54,1,0
TestAccumuloStorageHandler.java,7,0,4,5,0,4,5,166,89,29,265,0,0
TestAccumuloDefaultIndexScanner.java,218,0,4,4,0,4,4,229,89,91,91,1,0
TestHiveAccumuloHelper.java,116,0,1,3,0,1,3,184,184,0,384,0,0
TestAccumuloIndexParameters.java,112,0,3,3,0,3,3,156,89,8,8,0,0
TestHiveAccumuloTableOutputFormat.java,0,3,1,5,0,1,5,184,184,0,265,0,0
TestHiveAccumuloTableInputFormat.java,17,0,1,4,0,1,4,184,184,0,354,0,0
TestAccumuloPredicateHandler.java,3,0,3,7,0,3,7,156,89,8,165,0,0
TestAccumuloRangeGenerator.java,161,0,3,4,0,3,4,156,89,8,330,0,0
AccumuloIndexScannerException.java,39,0,4,4,0,4,4,229,89,91,91,1,0
AccumuloStorageHandler.java,88,0,6,10,0,6,10,217,89,54,138,1,0
AccumuloConnectionParameters.java,0,33,1,3,0,1,3,184,184,0,530,0,0
AccumuloIndexLexicoder.java,109,0,5,5,0,5,5,229,89,68,68,1,0
AccumuloIndexScanner.java,56,0,4,4,0,4,4,229,89,91,91,1,0
HiveAccumuloHelper.java,49,0,2,4,0,2,4,152,121,294,354,0,1
AccumuloDefaultIndexScanner.java,222,0,4,4,0,4,4,229,89,91,91,1,0
AccumuloSerDeParameters.java,19,0,3,7,0,3,7,156,89,8,165,0,0
DefaultAccumuloRowIdFactory.java,1,0,4,6,0,4,6,224,121,98,271,1,1
CompositeAccumuloRowIdFactory.java,1,0,3,5,0,3,5,226,121,146,338,1,1
AccumuloIndexParameters.java,100,0,4,4,0,4,4,229,89,91,91,1,0
AccumuloCompositeRowId.java,0,0,1,2,0,1,2,373,373,0,1248,1,0
AccumuloIndexDefinition.java,79,0,4,4,0,4,4,229,89,91,91,1,0
HiveAccumuloTableOutputFormat.java,0,48,5,9,0,5,9,218,89,68,156,1,0
HiveAccumuloTableInputFormat.java,0,154,1,4,0,1,4,184,184,0,354,0,0
AccumuloIndexedOutputFormat.java,326,0,6,6,0,6,6,144,5,55,55,1,1
HiveAccumuloSplit.java,0,0,1,3,0,1,3,373,373,0,624,1,0
IndexOutputConfigurator.java,75,0,4,4,0,4,4,229,89,91,91,1,0
AccumuloRangeGenerator.java,45,0,5,7,0,5,7,229,89,68,208,1,0
AccumuloPredicateHandler.java,17,0,4,9,0,4,9,229,89,91,156,1,0
PrimitiveComparisonFilter.java,0,1,4,8,0,4,8,229,89,91,178,1,0
TestAsyncPbRpcProxy.java,147,0,3,3,0,3,3,113,2,122,122,0,1
TestSlotZnode.java,0,0,1,3,0,1,3,373,373,0,252,1,0
SubmitWorkInfo.java,0,10,1,6,0,1,6,295,295,0,101,0,0
LlapRowRecordReader.java,83,0,5,10,0,5,10,232,28,64,71,1,0
LlapBaseRecordReader.java,37,0,4,10,0,4,10,334,295,84,71,1,0
ServiceInstance.java,0,39,3,10,0,3,10,201,7,136,118,10,0
ServiceInstanceSet.java,0,8,2,11,0,2,11,298,224,195,106,12,0
RegistryUtilities.java,52,0,1,1,0,1,1,373,373,0,0,22,0
ServiceInstanceStateChangeListener.java,0,0,3,4,0,3,4,298,224,70,230,1,0
LlapCoordinator.java,0,0,1,3,0,1,3,373,373,0,294,1,0
LlapTaskUmbilicalExternalClient.java,159,0,7,25,0,7,25,175,7,50,31,1,0
LlapTokenLocalClientImpl.java,0,0,1,2,0,1,2,373,373,0,589,1,0
LlapTokenClient.java,1,0,3,5,0,3,5,298,224,98,163,1,1
LlapProtocolClientProxy.java,0,336,4,8,0,4,8,260,224,45,86,0,0
LlapServiceInstance.java,59,0,1,1,0,1,1,224,224,0,0,0,0
ServiceRegistry.java,3,0,2,8,0,2,8,298,224,195,152,0,1
LlapServiceInstanceSet.java,34,0,1,1,0,1,1,224,224,0,0,0,0
LlapTaskUmbilicalServer.java,36,0,2,6,0,2,6,295,295,63,101,0,0
LlapProxy.java,0,0,1,5,0,1,5,373,373,0,192,1,0
LlapIo.java,9,0,8,12,0,8,12,342,89,51,108,13,0
LlapZookeeperRegistryImpl.java,0,541,3,36,0,3,36,298,224,98,21,0,1
LlapFixedRegistryImpl.java,5,0,2,22,0,2,22,298,224,195,50,0,1
LlapRegistryService.java,4,0,5,23,0,5,23,229,89,82,49,0,1
SlotZnode.java,0,0,1,2,0,1,2,373,373,0,504,35,0
InactiveServiceInstance.java,0,0,1,3,0,1,3,224,224,0,173,0,0
ServiceInstanceBase.java,114,0,2,2,0,2,2,298,224,195,195,1,0
TezAmInstance.java,87,0,4,4,0,4,4,298,224,62,62,0,2
TezAmRegistryImpl.java,127,0,3,3,0,3,3,298,224,94,94,0,2
ZookeeperUtils.java,116,0,1,1,0,1,1,224,224,0,0,0,0
ZkRegistryBase.java,672,0,6,6,0,6,6,298,224,39,39,15,1
serdeConstants.java,3,0,3,20,0,3,20,126,6,52,92,0,0
TestTCTLSeparatedProtocol.java,0,0,1,11,0,1,11,373,373,0,342,1,0
VerifyFast.java,307,0,2,9,0,2,9,194,15,245,126,1,0
TestColumnProjectionUtils.java,14,0,4,7,0,4,7,221,89,96,263,1,0
TestOpenCSVSerde.java,0,0,2,4,0,2,4,294,216,253,407,1,0
TestStatsSerde.java,0,0,1,11,0,1,11,373,373,0,242,1,0
SerdeRandomRowSource.java,465,0,2,4,0,2,4,194,15,245,172,1,0
TestBinarySortableSerDe.java,0,0,1,18,0,1,18,373,373,0,183,1,0
MyTestPrimitiveClass.java,0,0,1,5,0,1,5,373,373,0,252,1,0
TestBinarySortableFast.java,54,0,5,15,0,5,15,155,15,70,72,1,0
MyTestClass.java,0,18,2,15,0,2,15,194,15,245,222,1,0
MyTestInnerStruct.java,0,0,1,5,0,1,5,373,373,0,778,1,0
TestLazyBinaryColumnarSerDe.java,0,0,1,7,0,1,7,373,373,0,394,1,0
TestBytesRefArrayWritable.java,0,0,1,2,0,1,2,373,373,0,1515,1,0
MyTestClassSmaller.java,0,0,1,8,0,1,8,373,373,0,441,1,0
MyTestClassBigger.java,0,0,1,11,0,1,11,373,373,0,308,1,0
TestLazyBinarySerDe2.java,56,0,2,2,0,2,2,334,295,113,113,1,0
TestLazyBinarySerDe.java,0,0,2,16,0,2,16,334,295,113,205,1,0
TestLazyBinaryFast.java,44,0,3,10,0,3,10,228,15,122,112,1,0
TestLazySimpleFast.java,49,0,2,9,0,2,9,194,15,245,126,1,0
TestLazyArrayMapStruct.java,0,0,1,14,0,1,14,373,373,0,247,1,0
TestLazySimpleSerDe.java,0,0,1,14,0,1,14,373,373,0,250,1,0
TestLazyPrimitive.java,197,0,2,15,0,2,15,334,295,98,232,1,0
TestAvroDeserializer.java,67,0,1,11,0,1,11,2,2,0,204,0,1
TestAvroObjectInspectorGenerator.java,11,0,1,8,0,1,8,2,2,0,292,0,1
CreateSequenceFile.java,0,0,1,12,0,1,12,373,373,0,301,1,0
TestHiveCharWritable.java,0,0,1,6,0,1,6,373,373,0,306,1,0
TestHiveVarcharWritable.java,0,0,1,5,0,1,5,373,373,0,392,1,0
TestTimestampWritable.java,0,0,1,10,0,1,10,373,373,0,181,1,0
TestTimestampTZWritable.java,104,0,3,3,0,3,3,249,82,126,126,1,0
TestTypeInfoUtils.java,32,0,2,4,0,2,4,334,295,197,528,1,0
TestColumnBuffer.java,0,0,1,2,0,1,2,373,373,0,361,1,0
TestUnionStructObjectInspector.java,0,0,1,5,0,1,5,373,373,0,852,1,0
TestCrossMapEqualComparer.java,0,0,1,5,0,1,5,373,373,0,593,1,0
TestFullMapEqualComparer.java,0,0,1,2,0,1,2,373,373,0,2374,1,0
