Name,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments
HiveSessionImpl.java,45,0,16,68,1,16,68,149,10,9,17,8,5
HiveSessionBase.java,0,0,3,13,0,3,13,73,73,2,55,0,0
HiveSessionImplwithUGI.java,5,0,6,26,1,6,26,154,22,25,46,0,1
SessionManager.java,21,0,5,40,1,5,40,145,22,24,29,0,1
LogDivertAppender.java,0,0,1,14,0,1,14,511,511,0,40,0,0
GetFunctionsOperation.java,1,0,5,10,0,5,10,73,73,26,126,0,2
OperationManager.java,98,0,8,24,0,8,24,173,71,14,49,7,2
Operation.java,64,0,14,33,0,14,33,85,22,11,36,2,5
HiveTableTypeMapping.java,0,1,3,5,0,3,5,73,73,2,222,0,0
GetTableTypesOperation.java,2,0,2,8,0,2,8,73,73,6,162,0,2
GetTypeInfoOperation.java,3,0,2,8,0,2,8,73,73,6,162,0,2
GetTablesOperation.java,0,0,2,12,0,2,12,73,73,6,103,0,2
ExecuteStatementOperation.java,1,0,1,9,0,1,9,73,73,0,143,1,0
HiveCommandOperation.java,5,0,5,20,0,5,20,73,73,29,60,0,2
GetSchemasOperation.java,0,6,5,11,0,5,11,73,73,26,113,0,2
ClassicTableTypeMapping.java,0,0,3,5,0,3,5,73,73,2,222,0,0
SQLOperationDisplayCache.java,39,0,1,1,0,1,1,186,186,0,0,0,0
MetadataOperation.java,6,0,4,9,1,4,9,169,73,18,147,0,4
GetColumnsOperation.java,0,0,5,13,0,5,13,73,73,26,94,0,2
GetPrimaryKeysOperation.java,126,0,1,1,0,1,1,71,71,0,0,27,0
SQLOperation.java,176,0,12,51,0,12,51,78,22,13,23,35,1
GetCatalogsOperation.java,3,0,2,7,0,2,7,73,73,6,189,0,2
SQLOperationDisplay.java,108,0,3,3,0,3,3,128,70,32,32,0,2
GetCrossReferenceOperation.java,169,0,1,1,0,1,1,71,71,0,0,27,0
ThriftBinaryCLIService.java,62,0,1,20,0,1,20,22,22,0,48,0,1
ThriftHttpServlet.java,46,0,6,20,0,6,20,189,73,30,51,1,1
ThriftCLIService.java,25,0,15,50,0,15,50,90,2,12,24,12,6
ThriftCLIServiceClient.java,106,0,8,14,0,8,14,59,22,21,90,4,4
RetryingThriftCLIServiceClient.java,45,0,6,8,0,6,8,55,22,23,34,0,2
ThriftHttpCLIService.java,12,0,5,22,0,5,22,189,73,37,46,3,0
TestLlapTaskCommunicator.java,310,0,5,7,0,5,7,328,109,38,25,11,2
TestLlapTaskSchedulerService.java,658,0,5,25,0,5,25,344,109,36,17,34,1
LlapTezUtils.java,0,0,1,2,0,1,2,109,109,0,0,0,0
LlapTaskSchedulerService.java,407,0,13,41,1,13,41,312,109,12,10,52,2
ContainerFactory.java,0,1,2,5,0,2,5,109,109,87,93,0,1
LlapUmbilicalPolicyProvider.java,0,0,2,4,0,2,4,310,109,53,18,0,0
LlapContainerLauncher.java,0,0,1,5,0,1,5,109,109,0,82,0,0
LlapTaskCommunicator.java,62,0,17,43,0,17,43,312,109,9,10,14,1
MonotonicClock.java,24,0,1,1,0,1,1,109,109,0,0,12,0
SourceStateTracker.java,0,0,4,12,0,4,12,109,109,23,32,0,1
LoggingFutureCallback.java,44,0,1,1,0,1,1,109,109,0,0,12,0
LlapTaskSchedulerInfo.java,59,0,1,1,0,1,1,209,209,0,0,20,0
LlapTaskSchedulerMetrics.java,197,0,2,2,1,2,2,209,209,7,7,20,0
TestBeeLineHistory.java,90,0,2,2,0,2,2,10,10,0,0,0,0
TestHiveCli.java,1,0,2,17,0,2,17,280,50,87,20,0,1
HiveSchemaTool.java,11,0,2,16,1,2,16,156,154,143,65,0,1
BeeLine.java,0,0,8,65,0,8,65,57,1,19,18,5,4
Commands.java,43,0,6,40,0,6,40,70,1,27,29,7,4
DatabaseConnection.java,1,0,2,14,0,2,14,112,70,88,88,0,1
SeparatedValuesOutputFormat.java,0,0,1,7,0,1,7,2,2,0,187,0,1
BeeLineOpts.java,66,0,1,27,0,1,27,154,154,0,44,12,0
BeeLineCommandCompleter.java,2,0,1,2,0,1,2,1,1,0,497,0,1
AdjacencyType.java,0,0,2,9,0,2,9,4,3,0,289,0,0
Operator.java,43,0,10,166,0,10,166,351,3,19,17,16,2
TaskType.java,0,0,2,9,0,2,9,4,3,0,289,0,0
Stage.java,2,0,3,20,0,3,20,39,3,20,123,0,0
OperatorType.java,0,0,2,27,0,2,27,4,3,0,89,0,0
Query.java,0,0,2,20,0,2,20,4,3,0,121,0,0
Graph.java,0,0,2,14,0,2,14,4,3,0,178,0,0
Task.java,64,0,10,83,0,10,83,128,3,16,34,6,3
NodeType.java,0,0,2,9,0,2,9,4,3,0,289,0,0
StageType.java,0,0,2,13,0,2,13,4,3,0,192,0,0
Adjacency.java,0,0,2,14,0,2,14,4,3,0,178,0,0
QueryPlan.java,0,1,5,45,0,5,45,39,3,32,58,0,2
TestLlapOutputFormat.java,137,0,5,5,0,5,5,366,187,17,17,2,1
TestTxnCommands2.java,469,0,16,29,0,16,29,312,22,13,15,85,2
TestTxnCommands.java,0,2,3,9,0,3,9,565,84,85,37,0,1
TestMetastoreExpr.java,0,0,2,11,0,2,11,360,209,66,86,0,0
TestQBCompact.java,4,0,1,4,0,1,4,70,70,0,240,0,1
TestSemanticAnalyzerFactory.java,3,0,1,2,0,1,2,70,70,0,1004,0,1
TestUpdateDeleteSemanticAnalyzer.java,1,0,4,18,0,4,18,550,70,45,34,0,2
TestHiveDecimalParse.java,0,0,1,3,0,1,3,71,71,0,456,0,1
TestGenTezWork.java,5,0,3,7,0,3,7,710,128,31,130,0,0
TestIUD.java,0,0,1,11,0,1,11,1491,1491,0,48,0,0
TestColumnAccess.java,2,0,1,3,0,1,3,110,110,0,282,2,0
TestParseDriver.java,117,0,1,1,0,1,1,22,22,0,0,0,0
TestQBSubQuery.java,3,0,2,6,0,2,6,780,70,89,163,0,1
TestQBJoinTreeApplyPredicate.java,3,0,1,4,0,1,4,70,70,0,288,0,1
TestSQL11ReservedKeyWordsPositive.java,0,0,1,4,0,1,4,1491,1491,0,93,0,0
TestMacroSemanticAnalyzer.java,3,0,1,5,0,1,5,70,70,0,250,0,1
TestSemanticAnalyzer.java,37,0,1,4,0,1,4,2,2,0,292,7,0
TestHiveRemote.java,0,30,1,5,0,1,5,22,22,0,316,4,0
TestTableIterable.java,67,0,1,1,0,1,1,339,339,0,0,22,0
TestHive.java,0,0,1,38,0,1,38,110,110,0,73,0,0
TestUDFVersion.java,34,0,1,1,0,1,1,1491,1491,0,0,17,0
TestAddResource.java,0,0,1,4,0,1,4,511,511,0,97,0,0
TestTezWork.java,0,0,1,10,0,1,10,511,511,0,100,0,0
TestTezWorkConcurrency.java,82,0,2,2,0,2,2,66,3,40,40,17,1
BaseScalarUdfTest.java,0,0,1,4,0,1,4,511,511,0,275,0,0
TestIndexType.java,34,0,1,1,0,1,1,1,1,0,0,17,0
TestRCFile.java,1,0,1,28,0,1,28,50,50,0,92,0,1
TestAcidUtils.java,20,0,2,11,0,2,11,119,119,113,77,0,1
TestHooks.java,0,0,1,3,0,1,3,22,22,0,206,0,1
TestDbTxnManager2.java,1159,0,12,15,0,12,15,70,22,16,29,142,3
TestDbTxnManager.java,21,0,6,19,0,6,19,139,119,30,43,1,1
TestFileSinkOperator.java,0,0,1,12,0,1,12,511,511,0,45,0,0
TestOperatorNames.java,98,0,1,1,0,1,1,546,546,0,0,19,0
TestFunctionRegistry.java,4,0,3,19,0,3,19,810,128,36,68,0,3
TestUtilities.java,0,0,1,13,0,1,13,209,209,0,127,0,0
TestExecDriver.java,3,0,3,57,0,3,57,230,70,55,50,0,2
TestOperators.java,0,0,2,50,0,2,50,1001,511,47,55,0,0
TestPlan.java,0,0,3,22,0,3,22,360,209,20,128,0,0
TestTransactionStatement.java,0,0,1,3,0,1,3,1491,1491,0,74,0,0
AuthorizationTestUtil.java,0,0,1,2,0,1,2,70,70,0,773,0,1
TestPrivilegesV2.java,2,0,1,3,0,1,3,70,70,0,386,0,1
PrivilegesTestBase.java,1,0,1,3,0,1,3,70,70,0,386,0,1
TestPrivilegesV1.java,1,0,4,7,0,4,7,87,36,33,128,0,1
TestHiveAuthorizationTaskFactory.java,2,0,1,7,0,1,7,70,70,0,132,0,1
TestGenericUDFRpad.java,0,0,1,4,0,1,4,10,10,0,240,0,0
TestGenericUDFChr.java,156,0,1,1,0,1,1,187,187,0,0,0,0
TestGenericUDFLpad.java,0,0,1,4,0,1,4,10,10,0,240,0,0
TestGenericUDFDateSub.java,0,0,1,5,0,1,5,187,187,0,222,0,1
TestGenericUDFFromUtcTimestamp.java,0,0,1,2,0,1,2,187,187,0,0,0,0
TestGenericUDFDateAdd.java,0,0,1,5,0,1,5,187,187,0,222,0,1
TestGenericUDFOPMinus.java,0,0,2,7,0,2,7,810,128,72,155,0,2
TestGenericUDFOPMultiply.java,0,0,2,6,0,2,6,810,128,72,186,0,2
TestGenericUDFReplace.java,56,0,1,1,0,1,1,187,187,0,0,0,0
TestGenericUDFDate.java,23,0,2,5,0,2,5,187,187,150,222,0,1
TestGenericUDFOPPlus.java,0,0,2,7,0,2,7,810,128,72,155,0,2
TestOrcSerDeStats.java,0,0,1,9,0,1,9,84,84,0,95,0,0
TestOrcRecordUpdater.java,6,0,2,7,0,2,7,53,22,19,134,0,2
TestOrcSplitElimination.java,337,0,2,9,0,2,9,360,209,98,106,7,0
TestVectorizedORCReader.java,0,5,5,16,0,5,16,64,44,44,72,0,3
TestOrcFile.java,176,0,6,54,0,6,54,112,44,40,22,8,1
TestOrcFileStripeMergeRecordReader.java,121,0,1,1,1,1,1,1,1,0,0,0,0
TestInputOutputFormat.java,426,0,15,89,0,15,89,468,44,15,13,5,7
TestOrcRawRecordMerger.java,5,0,3,16,0,3,16,64,44,41,44,0,0
TestParquetRecordReaderWrapper.java,0,0,1,4,0,1,4,20,20,0,67,0,0
TestDataWritableWriter.java,29,0,1,9,0,1,9,20,20,0,65,2,0
TestParquetRowGroupFilter.java,0,0,1,6,0,1,6,209,209,0,48,0,0
TestConvertAstToSearchArg.java,0,0,2,6,0,2,6,114,20,69,40,0,0
TestParquetHiveArrayInspector.java,0,0,1,5,0,1,5,20,20,0,202,0,1
TestAbstractParquetMapInspector.java,0,0,1,5,0,1,5,20,20,0,202,0,1
TestParquetFilterPredicate.java,29,0,1,4,0,1,4,20,20,0,66,0,0
TestZookeeperLockManager.java,0,13,1,6,0,1,6,186,186,0,181,0,0
TestSQLStdHiveAccessControllerCLI.java,0,0,3,7,0,3,7,95,36,22,86,0,0
CompactorTest.java,20,0,2,15,0,2,15,139,119,16,47,0,0
TestWorker.java,15,0,6,17,0,6,17,107,22,27,49,0,3
TestInitiator.java,33,0,2,12,0,2,12,139,119,110,70,0,1
TestCleaner.java,23,0,4,12,0,4,12,139,119,39,69,0,2
TestTaskLogProcessor.java,0,0,1,2,0,1,2,22,22,0,975,0,1
TestHashPartition.java,1,0,1,2,0,1,2,511,511,0,190,1,0
Utilities.java,18,0,14,337,0,14,337,328,33,12,8,4,3
TestVectorLimitOperator.java,0,0,1,4,0,1,4,511,511,0,276,0,0
TestVectorizationContext.java,0,3,3,41,0,3,41,768,44,54,28,0,2
TestVectorSelectOperator.java,0,0,1,13,0,1,13,511,511,0,83,0,0
TestVectorRowObject.java,6,0,2,5,0,2,5,44,44,12,99,1,1
TestVectorFilterOperator.java,0,0,1,11,0,1,11,511,511,0,99,0,0
TestVectorGroupByOperator.java,0,0,1,26,0,1,26,511,511,0,39,0,0
TestVectorSerDeRow.java,0,15,2,6,0,2,6,44,44,12,79,0,2
TestTimestampWritableAndColumnVector.java,65,0,2,2,0,2,2,64,44,53,53,20,1
TestTezTask.java,0,0,1,21,0,1,21,511,511,0,38,0,0
TestHostAffinitySplitLocationProvider.java,0,0,1,2,0,1,2,109,109,0,0,0,0
SampleTezSessionState.java,0,0,1,6,0,1,6,546,546,0,78,0,0
TestTezSessionPool.java,28,0,3,17,0,3,17,528,511,16,43,0,0
TestDynamicPartitionPruner.java,0,0,1,3,1,1,3,546,546,0,136,0,0
TestVectorUDFAdaptor.java,0,2,1,2,0,1,2,84,84,0,976,0,1
FakeVectorRowBatchFromObjectIterables.java,0,0,2,10,0,2,10,44,44,48,114,0,1
FakeCaptureOutputOperator.java,6,0,2,7,0,2,7,528,511,76,178,0,1
OrcFileGenerator.java,0,0,1,3,0,1,3,84,84,0,409,0,0
VectorizedRowGroupGenUtil.java,33,0,2,9,0,2,9,44,44,48,134,0,1
FakeVectorDataSourceOperator.java,7,0,2,6,0,2,6,528,511,76,214,0,1
TestVectorFilterExpressions.java,0,0,2,19,0,2,19,44,44,48,59,0,1
TestVectorLogicalExpressions.java,0,0,1,11,0,1,11,44,44,0,112,0,1
TestVectorMathFunctions.java,87,0,2,6,0,2,6,44,44,48,183,0,1
TestVectorTypeCasts.java,85,0,3,11,0,3,11,64,44,50,94,7,1
TestVectorDateExpressions.java,0,0,4,6,0,4,6,116,44,58,164,0,3
TestVectorExpressionWriters.java,0,26,2,9,0,2,9,44,44,48,128,0,1
TestVectorGenericDateExpressions.java,0,46,2,4,0,2,4,116,44,114,274,0,1
TestConstantVectorExpression.java,0,0,1,7,0,1,7,44,44,0,167,0,0
TestVectorStringExpressions.java,142,0,1,20,0,1,20,78,78,0,55,6,0
TestVectorTimestampExpressions.java,0,14,2,8,0,2,8,44,44,48,146,0,1
TestVectorMapJoinFastLongHashSet.java,250,0,1,1,0,1,1,44,44,0,0,34,0
TestVectorMapJoinRowBytesContainer.java,1,0,1,2,0,1,2,511,511,0,342,0,1
TestVectorMapJoinFastLongHashMap.java,47,0,1,3,0,1,3,44,44,0,194,17,0
TestVectorMapJoinFastBytesHashMultiSet.java,253,0,1,1,0,1,1,44,44,0,0,35,0
CheckFastHashTable.java,721,0,1,1,0,1,1,44,44,0,0,55,0
CommonFastHashTable.java,0,54,1,2,0,1,2,44,44,0,388,0,1
TestVectorMapJoinFastBytesHashSet.java,252,0,1,1,0,1,1,44,44,0,0,35,0
TestVectorMapJoinFastLongHashMultiSet.java,252,0,1,1,0,1,1,44,44,0,0,34,0
TestVectorMapJoinFastBytesHashMap.java,272,0,1,1,0,1,1,44,44,0,0,38,0
TestVectorizer.java,5,0,2,14,0,2,14,278,44,70,69,0,1
TestCBORuleFiredOnlyOnce.java,0,0,1,2,0,1,2,128,128,0,113,0,0
TestTxnHandler.java,206,0,7,20,0,7,20,100,22,18,42,24,4
TestCompactionTxnHandler.java,10,0,5,12,0,5,12,100,22,29,73,0,3
ChannelOutputStream.java,141,0,1,1,0,1,1,187,187,0,0,0,0
LlapOutputFormat.java,60,0,1,1,0,1,1,546,546,0,0,0,0
LlapRecordWriter.java,52,0,2,2,0,2,2,546,546,1,1,0,0
DebugUtils.java,0,43,1,13,0,1,13,209,209,0,46,0,1
LlapOutputFormatService.java,222,0,6,6,0,6,6,314,187,19,19,2,2
ErrorMsg.java,15,0,11,176,0,11,176,104,22,15,16,0,3
QueryDisplay.java,304,0,4,4,0,4,4,104,22,28,28,2,2
CompilationOpContext.java,0,0,1,2,0,1,2,511,511,0,0,0,0
Driver.java,33,0,35,303,1,35,303,231,2,5,9,36,13
QueryState.java,114,0,1,1,0,1,1,70,70,0,0,39,0
HiveHistoryImpl.java,0,2,2,5,0,2,5,72,70,49,248,0,2
HiveHistory.java,0,0,1,25,0,1,25,22,22,0,108,2,0
MacroSemanticAnalyzer.java,0,2,1,9,0,1,9,70,70,0,125,0,1
WindowingSpec.java,38,0,2,10,0,2,10,99,70,51,119,0,1
TypeCheckProcFactory.java,1,0,10,97,0,10,97,425,109,18,27,12,1
PTFInvocationSpec.java,37,0,2,5,0,2,5,99,70,35,264,0,0
SubQueryUtils.java,0,0,1,11,0,1,11,128,128,0,81,0,0
ProcessAnalyzeTable.java,0,0,2,12,0,2,12,290,70,56,69,0,1
ExplainSQRewriteSemanticAnalyzer.java,0,2,2,4,0,2,4,780,70,53,228,0,1
FunctionSemanticAnalyzer.java,1,0,1,27,0,1,27,70,70,0,105,0,1
PTFTranslator.java,9,0,3,23,0,3,23,128,128,52,52,0,2
GenTezUtils.java,0,0,5,35,1,5,35,562,3,4,20,0,1
ColumnStatsSemanticAnalyzer.java,0,21,4,38,0,4,38,230,70,52,34,13,1
ASTNode.java,0,0,3,22,0,3,22,540,2,57,126,0,1
CalcitePlanner.java,118,0,29,110,1,29,110,300,2,6,4,3,7
DDLSemanticAnalyzer.java,143,0,12,239,0,12,239,113,2,14,11,14,6
GenTezWork.java,1,0,2,38,0,2,38,1001,511,133,27,1,0
LoadSemanticAnalyzer.java,1,0,1,50,0,1,50,70,70,0,56,0,1
GlobalLimitCtx.java,0,0,1,5,0,1,5,2,2,0,309,0,0
QBSubQuery.java,1,0,1,11,0,1,11,128,128,0,95,0,1
ParseDriver.java,25,0,2,25,0,2,25,32,22,19,111,0,0
BaseSemanticAnalyzer.java,252,0,13,129,0,13,129,136,2,11,22,61,5
QBParseInfo.java,8,0,2,44,0,2,44,56,2,165,65,1,0
ImportSemanticAnalyzer.java,6,0,5,34,0,5,34,190,70,26,57,0,4
ReplicationSpec.java,1,0,1,2,0,1,2,2,2,0,357,0,1
IndexUpdater.java,1,0,1,7,0,1,7,511,511,0,275,0,0
GenTezProcContext.java,1,0,2,25,0,2,25,320,128,8,38,0,0
SemanticAnalyzer.java,716,0,56,746,0,56,746,179,2,8,3,63,14
EximUtil.java,0,0,1,10,0,1,10,71,71,0,197,0,0
ExportSemanticAnalyzer.java,1,0,2,15,0,2,15,70,70,49,130,0,1
TableSample.java,0,0,1,7,0,1,7,2,2,0,462,0,1
RowResolver.java,0,0,2,35,0,2,35,1001,511,33,79,0,0
MapReduceCompiler.java,0,0,1,22,0,1,22,2,2,0,42,0,0
TaskCompiler.java,86,0,9,40,0,9,40,155,70,14,26,14,3
ExplainSemanticAnalyzer.java,0,0,5,30,0,5,30,550,70,22,95,0,2
TezCompiler.java,10,0,4,47,0,4,47,117,70,44,21,0,2
MaskAndFilterInfo.java,38,0,2,2,0,2,2,110,110,5,5,17,1
ColumnStatsAutoGatherContext.java,291,0,1,1,0,1,1,110,110,0,0,57,0
ParseContext.java,80,0,8,59,0,8,59,354,70,67,47,3,4
TypeCheckCtx.java,7,0,1,14,0,1,14,128,128,0,204,0,1
UpdateDeleteSemanticAnalyzer.java,15,0,3,15,0,3,15,100,70,70,42,4,1
ParseUtils.java,0,0,1,26,0,1,26,2,2,0,107,0,1
UnionProcessor.java,0,0,1,17,0,1,17,71,71,0,153,0,0
AnalyzeCommandUtils.java,57,0,1,1,0,1,1,511,511,0,0,0,0
SemanticAnalyzerFactory.java,9,0,7,85,0,7,85,143,22,24,33,0,4
ColumnAccessAnalyzer.java,0,5,2,9,0,2,9,800,110,144,147,1,0
TableMask.java,153,0,5,5,1,5,5,132,110,18,18,24,3
QB.java,31,0,3,33,0,3,33,92,73,26,87,5,1
ForeignKeyInfo.java,136,0,2,2,0,2,2,71,71,1,1,26,1
HiveMetaStoreChecker.java,72,0,1,16,0,1,16,110,110,0,180,6,0
Partition.java,0,0,3,114,0,3,114,499,3,16,23,0,0
SessionHiveMetaStoreClient.java,10,0,3,22,0,3,22,310,110,44,31,0,1
Hive.java,327,0,45,254,0,45,254,200,2,4,11,77,15
PrimaryKeyInfo.java,107,0,1,1,0,1,1,71,71,0,0,23,0
PartitionIterable.java,0,0,1,2,0,1,2,511,511,0,404,0,0
Table.java,0,0,5,134,1,5,134,158,3,11,20,0,0
HiveStoragePredicateHandler.java,0,0,1,4,0,1,4,128,128,0,694,0,1
VirtualColumn.java,10,0,2,12,0,2,12,110,110,23,194,2,1
UDFReplace.java,50,0,1,1,0,1,1,187,187,0,0,0,0
UDFToShort.java,4,0,2,13,0,2,13,22,1,57,224,0,1
UDFYear.java,1,0,4,19,0,4,19,247,44,60,152,0,3
UDFWeekOfYear.java,1,0,2,11,0,2,11,278,44,118,240,0,1
UDFMinute.java,1,0,1,10,0,1,10,44,44,0,259,0,0
UDFSign.java,0,0,2,7,0,2,7,810,128,72,364,0,2
UDFChr.java,101,0,1,1,0,1,1,187,187,0,0,0,0
UDFVersion.java,40,0,1,1,0,1,1,1491,1491,0,0,20,0
UDFToInteger.java,4,0,2,17,0,2,17,22,1,57,173,0,1
UDFToByte.java,3,0,2,15,0,2,15,22,1,57,198,0,1
UDFToBoolean.java,0,0,1,16,0,1,16,44,44,0,181,0,0
UDFDayOfMonth.java,1,0,2,17,0,2,17,278,44,118,171,0,1
UDFSecond.java,1,0,1,10,0,1,10,44,44,0,259,0,0
UDFToLong.java,4,0,2,15,0,2,15,22,1,57,198,0,1
UDFHour.java,1,0,1,11,0,1,11,44,44,0,233,0,0
UDFLike.java,1,0,2,14,0,2,14,78,78,5,217,0,2
UDFMonth.java,1,0,4,18,0,4,18,247,44,60,161,0,3
UDFToDouble.java,4,0,3,16,0,3,16,16,1,30,185,0,2
UDFToFloat.java,4,0,4,17,0,4,17,16,1,35,176,0,3
ResourceDownloader.java,136,0,1,1,0,1,1,511,511,0,0,0,0
DependencyResolver.java,0,0,1,4,0,1,4,511,511,0,98,0,0
DateTimeMath.java,167,0,2,4,0,2,4,44,44,48,125,11,0
DosToUnix.java,1,0,1,3,0,1,3,511,511,0,968,0,0
ClearDanglingScratchDir.java,208,0,3,3,0,3,3,36,36,22,22,44,1
SessionState.java,0,31,19,169,0,19,169,322,10,9,16,21,8
OperationLog.java,10,0,4,11,0,4,11,33,3,15,61,0,4
CreateTableLikeDesc.java,0,0,1,10,0,1,10,110,110,0,243,0,0
StatsWork.java,0,0,1,16,0,1,16,110,110,0,129,0,0
LoadMultiFilesDesc.java,0,0,1,7,0,1,7,209,209,0,302,0,0
ColumnStatsDesc.java,20,0,1,4,0,1,4,110,110,0,427,0,1
FetchWork.java,10,0,2,18,0,2,18,292,73,94,134,0,1
PlanUtils.java,20,0,10,89,0,10,89,256,2,15,31,4,1
MapredWork.java,0,0,1,40,0,1,40,511,511,0,56,0,0
DDLWork.java,30,0,2,52,0,2,52,266,22,142,55,0,1
VectorPartitionConversion.java,0,62,1,2,0,1,2,44,44,0,166,26,0
FilterDesc.java,5,0,2,14,0,2,14,119,110,41,168,0,0
AlterTableSimpleDesc.java,8,0,1,4,0,1,4,22,22,0,726,0,1
CacheMetadataDesc.java,58,0,1,1,0,1,1,511,511,0,0,0,0
DynamicPartitionCtx.java,18,0,1,5,0,1,5,1491,1491,0,527,0,0
Statistics.java,15,0,1,9,0,1,9,110,110,0,110,0,0
UnionWork.java,0,0,1,5,0,1,5,511,511,0,175,0,0
PTFDesc.java,0,0,1,15,0,1,15,209,209,0,70,0,0
DynamicPruningEventDesc.java,0,0,1,4,1,1,4,546,546,0,158,0,0
MapJoinDesc.java,8,0,1,35,0,1,35,110,110,0,64,0,0
CreateViewDesc.java,22,0,1,10,0,1,10,20,20,0,255,0,1
LoadFileDesc.java,0,0,1,8,0,1,8,209,209,0,306,0,0
HashTableSinkDesc.java,9,0,1,13,0,1,13,110,110,0,158,0,0
LoadTableDesc.java,0,0,1,12,0,1,12,110,110,0,199,0,0
MergeJoinWork.java,0,0,1,16,0,1,16,511,511,0,32,0,0
PartitionDesc.java,0,0,2,49,0,2,49,976,461,71,46,3,0
VectorMapJoinDesc.java,25,0,1,2,0,1,2,44,44,0,404,0,1
TezWork.java,9,0,3,21,0,3,21,234,3,38,49,0,1
ColumnStatsWork.java,0,0,1,5,0,1,5,511,511,0,292,0,0
ExprNodeGenericFuncDesc.java,9,0,3,26,0,3,26,222,44,55,92,1,1
MapWork.java,3,0,7,51,1,7,51,648,44,24,20,1,1
BaseWork.java,24,0,4,40,0,4,40,222,44,35,25,10,0
JoinDesc.java,18,0,1,26,0,1,26,110,110,0,87,0,0
ReduceSinkDesc.java,24,0,2,35,0,2,35,119,110,25,65,0,0
LateralViewJoinDesc.java,5,0,1,6,0,1,6,110,110,0,438,0,0
GroupByDesc.java,10,0,1,18,0,1,18,110,110,0,129,0,0
ExplainWork.java,0,16,1,13,0,1,13,128,128,0,189,0,1
ShowLocksDesc.java,0,0,2,8,0,2,8,70,22,20,301,0,2
SelectDesc.java,5,0,1,9,0,1,9,110,110,0,274,0,0
TableScanDesc.java,36,0,4,39,0,4,39,96,20,27,58,0,0
AlterTableDesc.java,75,0,3,32,0,3,32,90,71,41,74,21,0
HiveOperation.java,6,0,5,40,0,5,40,170,22,36,49,0,3
ExprNodeDescUtils.java,103,0,4,24,0,4,24,545,15,51,57,6,1
ReduceWork.java,1,0,2,23,0,2,23,310,110,10,41,0,0
AbstractOperatorDesc.java,5,0,2,16,0,2,16,160,110,48,83,0,0
FileSinkDesc.java,7,0,4,27,0,4,27,104,73,42,89,0,2
ConditionalResolverSkewJoin.java,0,0,1,10,0,1,10,110,110,0,257,0,1
PTFDeserializer.java,3,0,1,13,0,1,13,128,128,0,89,0,1
JoinCondDesc.java,43,0,1,4,0,1,4,110,110,0,731,0,0
CreateTableDesc.java,259,0,6,30,0,6,30,450,71,21,79,0,3
AbortTxnsDesc.java,36,0,1,1,0,1,1,22,22,0,0,23,0
VectorPartitionDesc.java,104,0,1,2,0,1,2,44,44,0,166,21,0
TableDesc.java,0,0,1,34,0,1,34,110,110,0,66,0,0
AggregationDesc.java,0,0,1,7,0,1,7,209,209,0,357,0,0
LimitDesc.java,0,0,1,8,0,1,8,2,2,0,307,0,0
StatsUtils.java,60,0,5,61,0,5,61,149,110,21,14,0,1
TableBasedIndexHandler.java,0,2,1,6,0,1,6,70,70,0,357,0,1
IndexSearchCondition.java,13,0,1,6,0,1,6,128,128,0,416,4,0
HiveIndex.java,1,0,1,6,0,1,6,1,1,0,426,0,1
IndexPredicateAnalyzer.java,31,0,2,12,0,2,12,810,128,62,189,8,1
IndexMetadataChangeTask.java,0,0,1,9,0,1,9,110,110,0,253,0,0
SyntheticFileId.java,100,0,1,1,0,1,1,511,511,0,0,19,0
HdfsUtils.java,128,0,8,12,0,8,12,691,71,24,27,29,2
SymbolicInputFormat.java,3,0,1,5,0,1,5,70,70,0,424,0,0
HivePassThroughRecordWriter.java,0,0,2,5,0,2,5,366,187,69,241,0,1
NullScanFileSystem.java,131,0,2,2,0,2,2,310,109,15,15,0,0
HiveFileFormatUtils.java,0,4,1,44,0,1,44,511,511,0,58,0,0
AcidUtils.java,63,0,10,34,0,10,34,437,22,18,24,13,2
OneNullRowInputFormat.java,11,0,1,3,0,1,3,511,511,0,780,0,0
HiveInputFormat.java,15,0,9,111,0,9,111,255,44,18,25,1,1
ProxyLocalFileSystem.java,0,0,1,15,0,1,15,70,70,0,151,21,0
NullRowsInputFormat.java,56,0,2,4,0,2,4,278,44,84,272,0,1
LlapAwareSplit.java,0,0,1,2,0,1,2,511,511,0,0,0,0
PostExecOrcFileDump.java,0,0,2,4,0,2,4,298,84,4,96,0,2
PostExecutePrinter.java,0,0,1,9,0,1,9,70,70,0,294,0,1
WriteEntity.java,0,0,1,57,0,1,57,71,71,0,45,0,1
HookContext.java,25,0,3,13,0,3,13,72,70,18,164,0,3
UpdateInputAccessTimeHook.java,0,6,2,5,0,2,5,310,110,11,478,0,0
PreExecutePrinter.java,2,0,1,10,0,1,10,70,70,0,278,0,1
ATSHook.java,0,0,4,15,0,4,15,236,70,29,47,0,2
HiveLockObject.java,0,2,1,17,0,1,17,41,41,0,132,0,1
HiveTxnManager.java,8,0,3,10,0,3,10,119,119,30,77,0,0
