Name,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments
TestLlapTokenChecker.java,96,0,2,2,0,2,2,511,511,28,28,23,1
TestLlapDaemonProtocolServerImpl.java,0,0,6,17,0,6,17,227,78,29,28,0,1
TestFirstInFirstOutComparator.java,0,24,4,6,0,4,6,310,109,42,57,0,3
LlapStorageHandler.java,34,0,1,1,0,1,1,33,33,0,0,0,0
IncrementalObjectSizeEstimator.java,0,23,2,6,0,2,6,360,209,9,75,0,2
LlapDaemonConfiguration.java,57,0,3,9,0,3,9,94,78,22,53,0,1
LlapServiceDriver.java,194,0,27,46,1,27,46,227,78,6,10,11,4
LlapStatusServiceDriver.java,865,0,3,3,1,3,3,328,109,10,10,69,1
LlapStatusOptionsProcessor.java,173,0,2,2,1,2,2,109,109,20,20,17,1
LlapOptionsProcessor.java,97,0,10,19,0,10,19,233,78,12,22,3,4
ShuffleHandler.java,0,1,3,13,0,3,13,63,2,34,36,0,1
KilledTaskHandler.java,0,0,1,4,0,1,4,109,109,0,85,0,0
ContainerRunner.java,3,0,2,7,0,2,7,360,209,136,76,0,1
HistoryLogger.java,0,0,1,5,0,1,5,109,109,0,80,0,0
QueryFailedHandler.java,0,0,1,3,0,1,3,109,109,0,110,0,0
EvictionDispatcher.java,5,0,1,2,0,1,2,511,511,0,415,0,1
LowLevelCache.java,0,0,2,20,0,2,20,511,511,69,22,0,1
SimpleAllocator.java,0,0,1,2,0,1,2,511,511,0,0,0,0
LowLevelCacheImpl.java,0,1,3,39,0,3,39,360,209,39,11,1,1
LowLevelLrfuCachePolicy.java,1,0,5,24,0,5,24,360,209,36,20,7,1
LlapDataBuffer.java,0,0,1,6,0,1,6,209,209,0,76,0,1
LowLevelCacheMemoryManager.java,0,0,4,18,0,4,18,360,209,35,22,0,1
SimpleBufferManager.java,0,2,2,3,0,2,3,360,209,78,39,0,1
BufferUsageManager.java,0,0,1,2,0,1,2,511,511,0,0,0,0
LowLevelFifoCachePolicy.java,0,2,1,11,0,1,11,209,209,0,44,0,1
BuddyAllocator.java,88,0,7,29,0,7,29,266,78,28,17,5,2
LlapDaemonPolicyProvider.java,0,0,2,4,0,2,4,310,109,53,18,0,0
LlapServerSecurityInfo.java,0,0,2,4,0,2,4,310,109,53,18,0,0
LlapSignerImpl.java,60,0,1,1,0,1,1,511,511,0,0,18,0
FragmentCountersMap.java,46,0,1,1,0,1,1,209,209,0,0,18,0
QueryFragmentCounters.java,0,5,1,6,0,1,6,209,209,0,74,0,1
LlapDaemonExecutorInfo.java,17,0,2,6,0,2,6,209,209,4,83,0,2
LlapDaemonExecutorMetrics.java,135,0,3,7,0,3,7,209,209,12,70,0,3
LlapDaemonIOMetrics.java,111,0,2,2,0,2,2,209,209,4,4,20,1
LlapDaemonCacheInfo.java,1,0,2,4,0,2,4,209,209,4,140,0,2
LlapDaemonIOInfo.java,49,0,2,2,0,2,2,209,209,4,4,2,1
LlapDaemonCacheMetrics.java,5,0,4,9,0,4,9,360,209,47,52,0,3
OrcFileMetadata.java,1,0,3,10,0,3,10,298,84,100,52,1,1
OrcFileEstimateErrors.java,121,0,1,1,0,1,1,511,511,0,0,20,0
OrcStripeMetadata.java,1,0,3,20,0,3,20,298,84,88,23,1,1
OrcMetadataCache.java,58,0,3,17,0,3,17,511,511,21,29,2,2
OrcEncodedDataReader.java,0,105,16,59,0,16,59,268,84,13,7,16,7
OrcColumnVectorProducer.java,0,6,5,31,0,5,31,360,209,31,15,0,3
EncodedDataConsumer.java,0,69,3,14,0,3,14,360,209,22,32,10,2
ColumnVectorProducer.java,0,0,1,17,0,1,17,511,511,0,21,0,0
OrcEncodedDataConsumer.java,43,0,8,29,0,8,29,212,44,28,16,8,3
LlapIoImpl.java,0,0,6,34,0,6,34,360,209,22,14,0,5
LlapInputFormat.java,20,0,21,46,0,21,46,234,33,6,13,66,5
QueryIdentifier.java,0,0,1,2,0,1,2,109,109,0,0,0,0
ContainerRunnerImpl.java,59,0,12,46,0,12,46,312,109,16,10,7,1
LlapDaemon.java,169,0,41,81,0,41,81,219,78,4,6,5,16
FunctionLocalizer.java,327,0,3,3,0,3,3,511,511,12,12,0,0
TaskExecutorService.java,116,0,8,33,0,8,33,276,109,24,13,22,4
QueryInfo.java,12,0,4,10,0,4,10,310,109,33,38,0,2
LlapTokenChecker.java,151,0,3,3,0,3,3,511,511,14,14,12,2
LlapProtocolServerImpl.java,79,0,7,8,0,7,8,310,109,20,17,6,2
LlapTaskReporter.java,37,0,3,9,0,3,9,159,109,46,48,5,1
QueryFragmentInfo.java,1,0,2,6,0,2,6,310,109,92,70,0,1
QueryTracker.java,32,0,9,19,0,9,19,233,78,22,22,12,2
TaskRunnerCallable.java,24,0,15,43,0,15,43,254,109,9,9,5,7
AMReporter.java,0,1,3,16,0,3,16,233,78,36,21,0,0
StaticPermanentFunctionChecker.java,70,0,1,1,0,1,1,78,78,0,0,14,0
Scheduler.java,2,0,2,6,0,2,6,360,209,136,76,0,1
LlapWebServices.java,177,0,8,14,0,8,14,233,78,17,23,6,2
AbstractHBaseKeyFactory.java,0,0,1,2,0,1,2,128,128,0,748,0,1
HBaseSerDeParameters.java,0,0,1,14,0,1,14,2,2,0,58,0,1
HiveHBaseInputFormatUtil.java,0,0,1,4,0,1,4,2,2,0,204,0,1
HBaseStorageHandler.java,99,0,1,45,0,1,45,128,128,0,51,11,0
HiveHBaseTableInputFormat.java,29,0,2,34,0,2,34,125,41,137,67,0,1
LazyHBaseRow.java,4,0,1,16,0,1,16,70,70,0,139,0,0
HBaseRowSerializer.java,3,0,1,5,0,1,5,20,20,0,160,0,0
ConcurrentTestRunner.java,0,0,1,2,0,1,2,2,2,0,1124,0,1
PTest.java,1,0,1,16,0,1,16,109,109,0,69,0,1
ExecutionPhase.java,2,0,3,7,0,3,7,80,50,8,170,0,3
HostExecutor.java,42,0,4,11,0,4,11,80,50,13,104,0,4
PrepPhase.java,1,0,3,6,0,3,6,80,50,8,204,0,3
LocalCommand.java,23,0,3,5,0,3,5,80,50,8,255,0,3
UnitTestBatch.java,6,0,1,4,0,1,4,109,109,0,347,0,1
TestParser.java,14,0,1,7,0,1,7,109,109,0,174,0,1
QFileTestBatch.java,8,0,1,5,0,1,5,109,109,0,260,0,1
TestBatch.java,1,0,1,3,0,1,3,109,109,0,522,0,1
Context.java,58,0,3,63,0,3,63,220,22,56,45,0,1
Host.java,3,0,3,4,0,3,4,80,50,8,340,0,3
TestExecutionPhase.java,2,0,1,5,0,1,5,109,109,0,260,0,1
TestQFileTestBatch.java,6,0,1,3,0,1,3,109,109,0,522,0,1
MultiDelimitSerDe.java,13,0,1,6,0,1,6,1,1,0,92,0,1
Type.java,0,0,6,43,0,6,43,27,3,24,66,9,0
GenericUDFAdd10.java,151,0,1,1,0,1,1,461,461,0,0,0,0
HiveStatementTest.java,0,0,3,5,0,3,5,73,73,2,17,0,0
HiveDatabaseMetaData.java,36,0,4,34,0,4,34,72,71,36,80,2,0
HttpTokenAuthInterceptor.java,47,0,1,1,0,1,1,339,339,0,0,0,0
HiveQueryResultSet.java,9,0,4,31,0,4,31,73,73,33,69,5,0
HiveResultSetMetaData.java,1,0,4,30,0,4,30,73,73,35,91,0,1
HiveBaseResultSet.java,0,0,2,25,0,2,25,38,2,12,87,0,2
XsrfHttpRequestInterceptor.java,56,0,1,1,0,1,1,154,154,0,0,29,0
HiveConnection.java,14,0,10,85,0,10,85,133,2,19,32,29,0
ZooKeeperHiveClientHelper.java,15,0,1,13,0,1,13,73,73,0,46,6,0
Utils.java,40,0,13,67,0,13,67,86,1,14,34,26,2
HivePreparedStatement.java,0,0,3,30,0,3,30,73,73,2,88,0,0
JdbcColumn.java,3,0,5,22,0,5,22,130,73,26,99,0,2
HiveStatement.java,82,0,10,43,0,10,43,101,70,19,64,39,1
OptionsProcessor.java,0,12,1,16,0,1,16,209,209,0,181,0,0
CliDriver.java,0,2,4,103,0,4,103,90,33,11,27,1,3
TestAccumuloPredicateHandler.java,0,0,1,5,0,1,5,209,209,0,119,0,0
PushdownTuple.java,0,0,1,3,0,1,3,128,128,0,324,0,1
AccumuloPredicateHandler.java,0,0,2,6,0,2,6,168,128,174,130,0,1
TestLlapDaemonProtocolClientProxy.java,0,0,2,4,0,2,4,328,109,39,13,0,0
LlapInputSplit.java,131,0,10,10,0,10,10,219,33,6,6,0,5
SubmitWorkInfo.java,119,0,4,4,0,4,4,148,109,23,23,15,1
LlapRowRecordReader.java,173,0,3,3,0,3,3,187,187,10,10,22,1
LlapBaseRecordReader.java,221,0,4,4,0,4,4,187,187,6,6,7,3
LlapTaskUmbilicalExternalClient.java,413,0,11,11,0,11,11,281,109,7,7,58,1
LlapTokenLocalClient.java,59,0,2,2,0,2,2,511,511,13,13,19,0
LlapTokenClient.java,148,0,1,1,0,1,1,511,511,0,0,0,1
LlapProtocolClientProxy.java,4,0,3,4,0,3,4,310,109,30,20,0,1
ServiceInstance.java,13,0,4,7,0,4,7,269,109,43,61,9,0
ServiceInstanceSet.java,0,1,3,6,0,3,6,159,109,46,75,5,0
ServiceRegistry.java,11,0,2,4,0,2,4,159,109,42,120,2,0
ServiceInstanceStateChangeListener.java,42,0,1,1,0,1,1,209,209,0,0,0,0
LlapTaskUmbilicalServer.java,73,0,3,3,0,3,3,148,109,35,35,15,1
LlapProxy.java,0,35,3,4,0,3,4,511,511,80,53,0,2
LlapZookeeperRegistryImpl.java,789,0,18,18,0,18,18,183,2,6,6,20,9
LlapFixedRegistryImpl.java,35,0,10,18,0,10,18,219,78,16,22,2,3
LlapRegistryService.java,21,0,5,17,0,5,17,344,109,34,25,2,1
serdeConstants.java,2,0,3,16,0,3,16,45,3,32,80,0,0
ThriftTestObj.java,0,0,2,20,0,2,20,4,3,0,140,0,0
InnerStruct.java,0,0,2,16,0,2,16,4,3,0,177,0,0
SetIntString.java,0,0,2,14,0,2,14,4,3,0,35,0,0
MegaStruct.java,0,0,2,18,0,2,18,4,3,0,70,0,0
IntString.java,0,0,2,19,0,2,19,4,3,0,148,0,0
MiniStruct.java,0,0,2,12,0,2,12,4,3,0,109,0,0
PropValueUnion.java,0,0,2,9,0,2,9,4,3,0,57,0,0
Complex.java,0,0,2,26,0,2,26,4,3,0,106,0,0
MyEnum.java,0,0,2,6,0,2,6,4,3,0,240,0,0
VerifyFast.java,26,0,2,5,0,2,5,44,44,12,99,0,2
TestBinarySortableSerDe.java,0,0,1,16,0,1,16,128,128,0,161,0,0
MyTestPrimitiveClass.java,0,17,1,3,0,1,3,44,44,0,150,0,0
TestBinarySortableFast.java,190,0,2,5,0,2,5,86,44,80,99,12,0
MyTestClass.java,85,0,3,13,0,3,13,44,44,48,208,5,1
MyTestClassSmaller.java,1,0,1,7,0,1,7,44,44,0,396,0,0
MyTestClassBigger.java,1,0,1,10,0,1,10,44,44,0,264,0,0
TestLazyBinaryFast.java,129,0,1,3,0,1,3,44,44,0,198,25,0
TestLazySimpleFast.java,104,0,1,4,0,1,4,44,44,0,132,4,0
TestSchemaToTypeInfo.java,54,0,1,1,0,1,1,182,182,0,0,0,0
TestAvroSerializer.java,0,44,1,8,0,1,8,182,182,0,192,0,0
TestDateWritable.java,18,0,1,6,0,1,6,511,511,0,123,2,0
TestTimestampWritable.java,1,0,1,7,0,1,7,84,84,0,170,0,1
TestStandardObjectInspectors.java,12,0,1,14,0,1,14,1,1,0,212,0,1
TestObjectInspectorConverters.java,95,0,1,13,0,1,13,1,1,0,205,2,0
NoOpFetchFormatter.java,48,0,1,1,0,1,1,73,73,0,0,24,0
FetchFormatter.java,0,34,1,3,0,1,3,73,73,0,428,0,1
AbstractSerDe.java,0,0,1,8,0,1,8,511,511,0,141,0,0
MetadataTypedColumnsetSerDe.java,0,0,1,19,0,1,19,2,2,0,154,0,1
SerDeUtils.java,1,0,1,47,0,1,47,73,73,0,60,0,1
DefaultFetchFormatter.java,0,4,1,8,0,1,8,73,73,0,122,0,1
BinarySortableSerDeWithEndPrefix.java,0,0,1,2,0,1,2,128,128,0,183,0,0
BinarySortableSerDe.java,54,0,2,34,0,2,34,320,128,43,73,0,0
RandomRowObjectSource.java,18,0,2,3,0,2,3,44,44,95,198,5,0
SerializeWrite.java,0,3,1,4,0,1,4,44,44,0,100,0,0
DeserializeRead.java,0,165,1,3,0,1,3,44,44,0,192,51,0
LazySerDeParameters.java,1,0,2,8,0,2,8,36,2,89,60,0,1
LazyUtils.java,0,0,1,40,0,1,40,2,2,0,66,0,1
thrift_grammar.java,0,0,1,9,0,1,9,2,2,0,347,0,1
AvroDeserializer.java,0,0,1,21,0,1,21,70,70,0,68,0,1
SchemaToTypeInfo.java,2,0,1,11,0,1,11,182,182,0,134,0,0
AvroSerdeUtils.java,18,0,1,13,0,1,13,41,41,0,115,1,0
TimestampWritable.java,0,16,3,15,0,3,15,64,44,50,124,49,0
TypeInfoUtils.java,0,0,3,35,0,3,35,540,2,36,82,2,1
HiveDecimalUtils.java,0,0,1,8,0,1,8,511,511,0,137,0,1
TypeInfo.java,4,0,1,16,0,1,16,73,73,0,186,14,0
TCTLSeparatedProtocol.java,0,3,1,16,0,1,16,2,2,0,185,0,1
ColumnBuffer.java,439,0,1,1,0,1,1,73,73,0,0,2,0
ThriftFormatter.java,57,0,2,2,0,2,2,100,73,31,31,17,1
ThriftJDBCBinarySerDe.java,178,0,1,1,0,1,1,73,73,0,0,34,0
ObjectInspectorUtils.java,64,0,2,65,0,2,65,45,20,15,42,0,0
BinarySortableDeserializeRead.java,0,324,1,4,0,1,4,44,44,0,128,104,0
BinarySortableSerializeWrite.java,35,0,2,8,0,2,8,86,44,14,45,0,0
LazyBinarySerializeWrite.java,0,36,1,6,0,1,6,44,44,0,60,0,0
LazyBinaryDeserializeRead.java,0,560,2,6,0,2,6,44,44,12,79,175,0
LazySimpleDeserializeRead.java,0,407,2,7,0,2,7,61,44,29,68,153,1
LazySimpleSerializeWrite.java,0,20,1,6,0,1,6,44,44,0,60,0,0
PrimitiveObjectInspectorUtils.java,1,0,1,35,0,1,35,84,84,0,76,0,1
JavaHiveCharObjectInspector.java,11,0,1,3,0,1,3,1,1,0,443,0,1
PrimitiveObjectInspectorConverter.java,0,0,1,23,0,1,23,1,1,0,112,0,1
JavaHiveVarcharObjectInspector.java,11,0,1,7,0,1,7,1,1,0,156,0,1
TestLdapAtnProviderWithMiniDS.java,978,0,5,5,0,5,5,44,22,18,18,1,1
TestLdapAuthenticationProviderImpl.java,0,0,1,3,0,1,3,22,22,0,176,0,0
TestHiveSQLException.java,0,0,3,5,0,3,5,73,73,2,139,0,0
TestRetryingThriftCLIServiceClient.java,83,0,2,3,0,2,3,22,22,40,108,8,0
TestColumn.java,2,0,1,2,0,1,2,73,73,0,220,0,1
CLIServiceRestoreTest.java,52,0,1,1,1,1,1,22,22,0,0,0,0
CLIServiceTest.java,215,0,6,23,0,6,23,443,22,29,52,2,3
TestHS2HttpServer.java,0,0,1,2,0,1,2,74,74,0,0,0,0
TestSessionManagerMetrics.java,0,1,1,2,0,1,2,186,186,0,26,0,0
TestSessionGlobalInitFile.java,0,0,1,9,0,1,9,339,339,0,67,0,0
TestSessionCleanup.java,77,0,1,1,0,1,1,36,36,0,0,20,0
TestPluggableHiveSessionImpl.java,0,0,3,6,0,3,6,73,73,2,30,0,0
ThriftCLIServiceTest.java,0,2,2,13,0,2,13,206,73,18,79,0,2
ThriftCliServiceTestWithCookie.java,0,1,1,2,0,1,2,73,73,0,383,0,1
ServiceOperations.java,0,0,3,5,0,3,5,73,73,2,258,0,0
BreakableService.java,0,1,3,4,0,3,4,73,73,2,345,0,0
AbstractService.java,0,0,3,5,0,3,5,73,73,2,258,0,0
CookieSigner.java,0,0,3,6,0,3,6,73,73,2,54,0,0
CompositeService.java,0,0,3,5,0,3,5,73,73,2,258,0,0
LlapServlet.java,115,0,1,1,0,1,1,546,546,0,0,31,0
QueryProfileServlet.java,57,0,2,2,0,2,2,130,74,12,12,0,0
AuthenticationProviderFactory.java,6,0,1,4,0,1,4,22,22,0,362,0,0
KerberosSaslHelper.java,1,0,3,8,0,3,8,73,73,2,148,0,0
CustomAuthenticationProviderImpl.java,7,0,1,4,0,1,4,22,22,0,362,0,0
TSetIpAddressProcessor.java,0,0,4,17,0,4,17,206,73,20,90,0,1
HttpAuthUtils.java,0,0,3,13,0,3,13,73,73,2,55,0,0
PamAuthenticationProviderImpl.java,7,0,5,7,0,5,7,55,22,14,123,0,0
LdapAuthenticationProviderImpl.java,51,0,7,18,0,7,18,45,22,12,65,23,0
HiveAuthFactory.java,76,0,8,32,0,8,32,121,41,21,37,16,1
TSubjectAssumingTransport.java,1,0,3,5,0,3,5,73,73,2,168,0,0
PlainSaslHelper.java,1,0,4,9,0,4,9,62,50,9,132,0,0
PlainSaslServer.java,1,0,3,6,0,3,6,73,73,2,207,0,0
OperationState.java,5,0,4,9,0,4,9,73,73,39,143,0,1
CLIService.java,65,0,8,41,1,8,41,115,22,16,28,18,0
TypeDescriptor.java,1,0,4,8,0,4,8,73,73,35,162,0,1
TypeQualifiers.java,0,0,3,7,0,3,7,73,73,2,140,0,0
SessionHandle.java,3,0,4,6,1,4,6,48,22,8,211,0,0
RowBasedSet.java,0,0,4,6,0,4,6,130,73,1,148,0,0
GetInfoType.java,0,0,3,4,0,3,4,73,73,2,345,0,0
TableSchema.java,2,0,5,8,0,5,8,130,73,26,162,0,1
Handle.java,0,0,3,4,0,3,4,73,73,2,345,0,0
OperationType.java,0,0,3,6,0,3,6,73,73,2,207,0,0
EmbeddedCLIServiceClient.java,18,0,2,7,0,2,7,72,71,8,191,6,1
RowSetFactory.java,3,0,4,5,0,4,5,73,73,35,210,2,0
HiveSQLException.java,2,0,4,8,0,4,8,38,2,31,160,0,1
FetchOrientation.java,0,0,3,4,0,3,4,73,73,2,345,0,0
ColumnBasedSet.java,56,0,5,7,0,5,7,130,73,26,140,2,0
ICLIService.java,7,0,5,10,0,5,10,72,71,29,127,0,2
OperationStatus.java,18,0,3,4,0,3,4,55,22,40,299,0,3
RowSet.java,0,0,3,5,0,3,5,73,73,2,258,0,0
HandleIdentifier.java,0,0,3,4,0,3,4,73,73,2,345,0,0
GetInfoValue.java,0,0,3,4,0,3,4,73,73,2,345,0,0
ColumnDescriptor.java,0,6,4,6,0,4,6,73,73,35,227,0,1
OperationHandle.java,0,0,3,5,0,3,5,73,73,2,258,0,0
ColumnValue.java,0,6,6,17,0,6,17,257,73,30,74,0,2
ThreadWithGarbageCleanup.java,0,0,3,5,0,3,5,73,73,2,125,0,0
HiveServer2.java,24,0,10,53,0,10,53,244,73,17,21,10,3
HiveSession.java,48,0,2,12,0,2,12,72,71,8,104,35,0
