Name,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments
RegexSerDe.java,0,0,2,23,0,2,23,1462,1462,0,104,0,2
MultiDelimitSerDe.java,0,2,2,5,0,2,5,748,33,11,104,0,2
TypedBytesSerDe.java,0,0,1,12,0,1,12,1462,1462,0,205,0,1
TypedBytesWritableOutput.java,0,0,1,10,0,1,10,47,47,0,227,0,1
TypedBytesRecordInput.java,0,0,1,7,0,1,7,47,47,0,341,0,1
Type.java,4,0,8,37,0,8,37,506,13,20,72,4,5
TypedBytesOutput.java,0,0,1,8,0,1,8,47,47,0,292,0,1
TypedBytesInput.java,0,0,1,8,0,1,8,47,47,0,292,0,1
TypedBytesRecordOutput.java,0,0,1,7,0,1,7,47,47,0,341,0,1
TypedBytesWritableInput.java,0,0,1,9,0,1,9,47,47,0,255,0,1
GenericUDFDBOutput.java,0,0,1,9,0,1,9,1462,1462,0,281,0,1
S3LogDeserializer.java,0,0,1,8,0,1,8,1462,1462,0,323,0,1
HiveStatementTest.java,48,0,2,2,0,2,2,277,155,30,30,16,1
HttpRequestInterceptorBase.java,0,0,1,3,0,1,3,168,168,0,10,0,0
HiveDatabaseMetaData.java,0,2,1,30,0,1,30,5,5,0,86,0,1
HiveQueryResultSet.java,4,0,4,27,0,4,27,500,23,55,73,0,2
HiveDataSource.java,8,0,1,11,0,1,11,1462,1462,0,248,16,0
HiveDriver.java,6,0,2,20,0,2,20,762,63,35,132,0,2
HiveConnection.java,72,0,15,76,0,15,76,194,1,16,33,40,6
ZooKeeperHiveClientHelper.java,78,0,7,13,0,7,13,407,59,32,34,52,4
Utils.java,115,0,10,55,0,10,55,354,47,30,39,116,3
HivePreparedStatement.java,0,0,3,27,0,3,27,30,23,62,94,0,3
HiveStatement.java,0,5,5,33,0,5,33,459,63,42,77,4,2
TestOptionsProcessor.java,0,1,1,3,0,1,3,91,91,0,358,0,1
OptionsProcessor.java,20,0,2,15,0,2,15,809,156,16,187,3,1
CliDriver.java,42,0,9,99,0,9,99,477,23,22,26,2,8
TestAccumuloConnectionParameters.java,19,0,1,2,0,1,2,168,168,0,293,1,0
TestHiveAccumuloHelper.java,140,0,2,2,0,2,2,84,1,91,91,23,0
FirstCharAccumuloCompositeRowId.java,1,0,1,4,0,1,4,1462,1462,0,144,0,1
DelimitedAccumuloRowIdFactory.java,1,0,1,2,0,1,2,1462,1462,0,434,0,1
TestAccumuloSerDe.java,0,3,1,4,0,1,4,1462,1462,0,144,0,1
TestHiveAccumuloTableOutputFormat.java,78,0,2,4,0,2,4,84,1,91,128,13,1
TestHiveAccumuloTableInputFormat.java,0,0,1,3,0,1,3,168,168,0,146,0,1
TestAccumuloPredicateHandler.java,0,3,2,4,0,2,4,809,156,41,158,0,2
AccumuloStorageHandler.java,50,0,1,3,0,1,3,168,168,0,146,11,0
AccumuloConnectionParameters.java,103,0,1,2,0,1,2,168,168,0,293,23,0
LazyAccumuloRow.java,1,0,1,4,0,1,4,1462,1462,0,145,0,1
HiveAccumuloHelper.java,315,0,2,2,0,2,2,84,1,91,91,142,0
AccumuloSerDeParameters.java,1,0,1,4,0,1,4,1462,1462,0,144,0,1
CompositeAccumuloRowIdFactory.java,1,0,1,2,0,1,2,1462,1462,0,434,0,1
AccumuloRowSerializer.java,1,0,1,4,0,1,4,1462,1462,0,144,0,1
ColumnMappingFactory.java,1,0,1,2,0,1,2,1462,1462,0,434,0,1
ColumnMapper.java,1,0,1,3,0,1,3,1462,1462,0,216,0,1
HiveAccumuloColumnMapping.java,1,0,1,2,0,1,2,1462,1462,0,434,0,1
HiveAccumuloTableOutputFormat.java,69,0,2,4,0,2,4,84,1,91,128,15,0
HiveAccumuloTableInputFormat.java,60,0,1,3,0,1,3,168,168,0,146,11,0
HiveAccumuloSplit.java,1,0,1,2,0,1,2,1462,1462,0,434,0,1
PushdownTuple.java,1,0,1,2,0,1,2,1462,1462,0,434,0,1
AccumuloPredicateHandler.java,1,0,2,4,0,2,4,809,156,41,158,0,2
PrimitiveComparisonFilter.java,1,0,1,4,0,1,4,1462,1462,0,144,0,1
StringCompare.java,0,3,1,3,0,1,3,1462,1462,0,217,0,1
TestLlapDaemonProtocolClientProxy.java,144,0,2,2,0,2,2,299,63,39,39,0,2
LlapConfiguration.java,41,0,16,16,1,16,16,127,44,16,16,41,5
LlapProtocolClientProxy.java,509,0,1,1,0,1,1,63,63,0,0,0,1
ServiceInstance.java,80,0,3,3,0,3,3,169,44,119,119,5,1
ServiceInstanceSet.java,65,0,3,3,0,3,3,54,44,142,142,5,1
ServiceRegistry.java,59,0,2,2,0,2,2,54,44,198,198,0,1
LlapProxy.java,111,0,1,1,0,1,1,399,399,0,0,0,1
LlapIo.java,27,0,3,3,0,3,3,266,134,29,29,0,0
LlapFixedRegistryImpl.java,243,0,8,8,1,8,8,492,44,40,40,2,4
LlapRegistryService.java,125,0,12,12,0,12,12,403,44,28,28,8,6
LlapYarnRegistryImpl.java,439,0,9,9,0,9,9,492,44,35,35,3,5
serdeConstants.java,5,0,3,13,0,3,13,148,13,48,90,4,1
ThriftTestObj.java,4,0,7,18,0,7,18,187,13,16,153,4,4
InnerStruct.java,4,0,7,14,0,7,14,187,13,16,200,4,4
SetIntString.java,4,0,7,12,0,7,12,187,13,16,36,4,4
MegaStruct.java,0,17,7,16,0,7,16,187,13,16,76,4,4
IntString.java,4,0,7,17,0,7,17,187,13,16,162,4,4
MiniStruct.java,4,0,7,10,0,7,10,187,13,16,126,4,4
PropValueUnion.java,4,0,2,7,0,2,7,206,13,98,67,4,0
Complex.java,0,13,7,24,0,7,24,187,13,16,113,4,4
MyEnum.java,0,0,2,4,0,2,4,206,13,98,380,4,0
VerifyFast.java,0,1,2,3,0,2,3,238,23,181,102,0,1
TestBinarySortableFast.java,0,1,1,3,0,1,3,454,454,0,102,0,1
TestLazyBinaryFast.java,0,1,1,2,0,1,2,454,454,0,204,0,1
TestLazySimpleFast.java,0,1,2,4,0,2,4,305,156,191,68,0,1
TestLazySimpleSerDe.java,35,0,2,13,0,2,13,28,23,186,205,6,1
TestAvroDeserializer.java,55,0,1,9,0,1,9,5,5,0,134,2,0
TestAvroSerde.java,0,4,1,5,0,1,5,2,2,0,305,2,0
TestInstanceCache.java,14,0,1,3,0,1,3,11,11,0,576,0,1
TestAvroLazyObjectInspector.java,76,0,2,2,0,2,2,202,5,103,103,16,1
TestAvroSerdeUtils.java,0,2,1,5,0,1,5,2,2,0,305,0,1
TestTypeInfoToSchema.java,1,0,1,9,0,1,9,1462,1462,0,57,0,1
TestAvroObjectInspectorGenerator.java,33,0,1,7,0,1,7,5,5,0,178,0,1
TestTimestampWritable.java,0,0,1,6,0,1,6,47,47,0,121,0,1
TestObjectInspectorUtils.java,47,0,2,10,0,2,10,64,36,87,286,0,2
TestThriftObjectInspectors.java,6,0,1,9,0,1,9,59,59,0,315,0,1
TestReflectionObjectInspectors.java,67,0,1,5,0,1,5,59,59,0,630,0,1
TestObjectInspectorConverters.java,87,0,1,12,0,1,12,41,41,0,202,2,0
NullStructSerDe.java,0,0,1,5,0,1,5,1,1,0,324,0,1
OpenCSVSerde.java,0,0,1,3,0,1,3,1462,1462,0,202,0,1
DelimitedJSONSerDe.java,0,0,1,7,0,1,7,1462,1462,0,309,0,1
AbstractSerDe.java,9,0,2,7,0,2,7,399,399,40,164,4,1
WriteBuffers.java,0,43,9,16,0,9,16,150,16,29,37,18,2
MetadataTypedColumnsetSerDe.java,0,0,1,18,0,1,18,1462,1462,0,153,0,1
SerDeUtils.java,9,0,5,47,0,5,47,536,78,45,56,0,4
ColumnProjectionUtils.java,6,0,9,22,0,9,22,464,134,33,104,21,2
AbstractEncodingAwareSerDe.java,5,0,2,3,0,2,3,816,169,106,220,0,2
BinarySortableSerDeWithEndPrefix.java,41,0,1,1,0,1,1,20,20,0,0,17,0
BinarySortableSerDe.java,0,3,2,32,0,2,32,930,399,75,76,0,2
ColumnarStruct.java,0,0,1,14,0,1,14,1462,1462,0,182,0,1
ColumnarSerDe.java,0,4,2,18,0,2,18,748,33,11,139,0,2
LazyBinaryUtils.java,0,0,3,24,0,3,24,695,169,111,98,0,1
LazyBinaryDate.java,2,0,2,3,0,2,3,770,78,121,411,0,2
LazyBinarySerDe.java,29,0,3,29,0,3,29,770,78,60,81,4,2
LazyBinaryStruct.java,0,0,1,10,0,1,10,1462,1462,0,252,0,1
LazyBinaryHiveDecimal.java,0,0,1,3,0,1,3,78,78,0,420,0,1
LazyBinaryTimestamp.java,0,0,1,2,0,1,2,1462,1462,0,1537,0,1
LazyBinaryMap.java,0,0,1,6,0,1,6,1462,1462,0,454,0,1
LazyBinaryUnion.java,0,0,1,2,0,1,2,1462,1462,0,414,0,1
LazyBinaryHiveIntervalYearMonth.java,0,0,1,2,0,1,2,1462,1462,0,222,0,1
LazyBinaryHiveIntervalDayTime.java,0,0,1,2,0,1,2,1462,1462,0,222,0,1
SerializeWrite.java,0,0,1,3,0,1,3,454,454,0,102,0,1
DeserializeRead.java,0,0,1,2,0,1,2,16,16,0,201,2,0
LazyFloat.java,4,0,2,6,0,2,6,754,46,43,477,0,2
LazyByte.java,4,0,1,8,0,1,8,46,46,0,342,0,1
LazyInteger.java,4,0,1,11,0,1,11,46,46,0,240,0,1
LazySerDeParameters.java,13,0,5,7,0,5,7,554,33,60,55,4,2
LazyHiveChar.java,0,0,1,3,0,1,3,1462,1462,0,360,0,1
LazySimpleSerDe.java,10,0,3,30,0,3,30,748,33,18,85,8,2
LazyStruct.java,0,0,1,15,0,1,15,1462,1462,0,174,0,1
LazyHiveVarchar.java,0,0,1,4,0,1,4,1462,1462,0,257,0,1
LazyUtils.java,51,0,4,39,0,4,39,135,8,19,64,13,2
LazyShort.java,4,0,1,8,0,1,8,46,46,0,342,0,1
LazyHiveDecimal.java,0,1,3,7,0,3,7,665,78,48,156,0,3
LazyTimestamp.java,0,2,1,6,0,1,6,1462,1462,0,307,0,1
LazyFactory.java,3,0,1,26,0,1,26,8,8,0,96,0,1
LazyDouble.java,4,0,2,8,0,2,8,754,46,43,349,0,2
LazyDate.java,0,0,1,3,0,1,3,1462,1462,0,411,0,1
LazyBinary.java,0,0,2,9,0,2,9,735,8,15,187,0,2
LazyLong.java,4,0,1,11,0,1,11,46,46,0,240,0,1
LazyMap.java,0,0,1,15,0,1,15,1462,1462,0,172,0,1
LazyPrimitive.java,0,0,1,12,0,1,12,1462,1462,0,222,0,1
DynamicSerDe.java,0,0,1,21,0,1,21,1462,1462,0,130,0,1
AvroSerializer.java,0,2,2,14,0,2,14,734,5,49,95,0,2
AvroLazyObjectInspector.java,0,1,2,5,0,2,5,734,5,67,103,0,2
AvroDeserializer.java,3,0,3,20,0,3,20,734,5,84,65,2,2
InstanceCache.java,2,0,3,5,0,3,5,493,5,45,310,11,2
AvroSerdeUtils.java,25,0,3,12,0,3,12,640,5,24,112,1,2
AvroSerDe.java,20,0,3,19,0,3,19,622,5,26,69,0,3
HiveVarcharWritable.java,0,5,1,5,0,1,5,1462,1462,0,151,0,0
TimestampWritable.java,0,0,1,12,0,1,12,47,47,0,122,0,1
HiveIntervalDayTimeWritable.java,0,0,1,2,0,1,2,1462,1462,0,222,0,1
HiveIntervalYearMonthWritable.java,0,0,1,2,0,1,2,1462,1462,0,222,0,1
CharTypeInfo.java,3,0,1,4,0,1,4,149,149,0,183,0,0
TypeInfoUtils.java,132,0,6,33,0,6,33,352,16,48,81,24,2
HiveDecimalUtils.java,0,31,1,7,0,1,7,78,78,0,106,1,0
VarcharTypeInfo.java,3,0,1,5,0,1,5,149,149,0,145,0,0
TypeInfoFactory.java,0,0,2,25,0,2,25,312,169,8,99,0,0
DecimalTypeInfo.java,3,0,1,3,0,1,3,149,149,0,280,0,0
