Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments,Priority
File,FilterDoubleColumnInList.java,14.0,1.0,12.0,1.0,4.0,4.0,4.0,1.0,2.0,8.0,0.0,1.0,0.0,1.0,9.0,9.0,3.0,9.0,0.0,0.0,0.0,9.0,186.0,25.0,127.0,42.0,66.0,34.0,62.0,95.0,41.0,54.0,24.0,24.0,24.0,2.0,63.0,0.27,32.0,32.0,32.0,9.0,0.0,2.7142857142857144,14.0,1.0,2.0,7.0,1.0,16.285714285714285,108.0,0.0,0.7142857142857143,5.0,6,0,5,9,0,5,9,114,114,28,148,0,5,None
File,FilterExprAndExpr.java,7.0,0.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,1.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,6.0,78.0,13.0,42.0,17.0,18.0,23.0,14.0,22.0,13.0,9.0,2.0,2.0,2.0,2.0,0.0,0.55,7.0,7.0,7.0,6.0,0.0,1.5,4.0,1.0,2.833333333333333,7.0,1.0,1.1666666666666667,2.0,0.0,0.1666666666666666,1.0,8,0,5,11,0,5,11,114,114,28,138,5,0,None
File,FilterExprOrExpr.java,27.0,4.0,18.0,4.0,4.0,4.0,5.0,2.0,1.0,11.0,0.0,1.0,0.0,1.0,8.0,8.0,5.0,8.0,0.0,1.0,0.0,7.0,257.0,47.0,158.0,45.0,105.0,52.0,88.0,122.0,47.0,75.0,17.0,17.0,17.0,2.0,88.0,0.33,33.0,33.0,36.0,16.0,0.0,4.0,16.0,1.0,5.1,11.0,1.0,395.0,3889.0,0.0,0.9,3.0,6,0,5,13,0,5,13,114,114,28,115,5,0,None
File,FilterFactory.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.631578947368421,7.7894736842105265,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,33.0,3.0,5.0,4.0,0.0,25.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,5.0,0.0,0.0,0.0,0.0,2.0,6.4,26.0,1.0,4.8,12.0,0.0,4.65,30.0,0.0,1.3,3.0,0,0,1,2,0,1,2,80,80,0,0,0,0,None
File,FilterLongColumnInList.java,14.0,1.0,12.0,1.0,4.0,4.0,4.0,1.0,2.0,8.0,0.0,1.0,0.0,1.0,9.0,9.0,3.0,9.0,0.0,0.0,0.0,9.0,187.0,27.0,126.0,41.0,66.0,34.0,61.0,94.0,40.0,54.0,24.0,24.0,24.0,2.0,63.0,0.27,32.0,32.0,32.0,9.0,0.0,2.7142857142857144,14.0,1.0,2.0,7.0,1.0,16.285714285714285,108.0,0.0,0.7142857142857143,5.0,7,0,5,9,0,5,9,114,114,28,148,0,5,None
File,FilterOperator.java,10.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,1.3333333333333333,12.5,0.1666666666666666,1.0,1.0,1.0,11.0,10.0,5.0,11.0,0.0,0.0,2.0,9.0,166.0,23.0,109.0,43.0,49.0,34.0,49.0,71.0,33.0,40.0,9.0,9.0,11.0,1.6666666666666667,41.66666666666666,0.31,21.0,21.0,23.0,15.0,0.0,4.291666666666667,23.0,1.0,4.791666666666667,19.0,1.0,3.083333333333333,28.0,0.0,0.625,3.0,0,0,1,43,0,1,43,256,256,0,73,0,1,None
File,FilterScalarAndColumn.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,1.0,11.0,11.0,2.0,11.0,0.0,0.0,0.0,11.0,93.0,15.0,61.0,23.0,26.0,17.0,21.0,34.0,18.0,16.0,2.0,2.0,2.0,2.0,59.0,0.28,12.0,12.0,12.0,11.0,0.0,1.3333333333333333,4.0,1.0,1.6666666666666667,6.0,1.0,1.1111111111111112,2.0,0.0,0.1111111111111111,1.0,5,0,5,7,0,5,7,114,114,28,199,0,5,None
File,FilterScalarOrColumn.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,9.0,0.0,1.0,0.0,1.0,11.0,11.0,2.0,11.0,0.0,0.0,0.0,11.0,93.0,15.0,60.0,23.0,25.0,18.0,20.0,33.0,18.0,15.0,2.0,2.0,2.0,2.0,59.0,0.3,12.0,12.0,12.0,11.0,0.0,1.3333333333333333,4.0,1.0,1.5555555555555556,6.0,1.0,1.1111111111111112,2.0,0.0,0.1111111111111111,1.0,5,0,5,7,0,5,7,114,114,28,199,0,5,None
File,FilterSelectivityEstimator.java,21.0,2.0,15.0,4.0,4.0,3.0,4.0,2.0,1.0,25.0,0.0,1.0,0.0,0.0,12.0,12.0,2.0,12.0,0.0,8.0,1.0,3.0,316.0,39.0,207.0,61.0,125.0,70.0,107.0,153.0,66.0,99.0,17.0,8.0,17.0,2.0,79.0,0.34,50.0,41.0,52.0,19.0,1.0,4.0,15.0,2.0,4.545454545454546,11.0,1.0,4.454545454545454,13.0,0.0,1.6363636363636365,4.0,12,0,1,18,0,1,18,247,247,0,59,0,1,None
File,FilterStringColLikeStringScalar.java,6.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,1.75,5.75,0.125,7.0,0.0,7.0,9.0,9.0,0.0,9.0,0.0,0.0,1.0,8.0,143.0,19.0,83.0,37.0,38.0,41.0,34.0,55.0,35.0,31.0,2.0,2.0,2.0,1.25,9.5,0.49,14.0,14.0,14.0,9.0,0.0,3.433333333333333,19.0,1.0,2.966666666666667,12.0,0.0,5.166666666666667,108.0,0.0,0.6666666666666666,5.0,0,5,2,11,0,2,11,59,9,194,137,0,1,None
File,FilterStringColumnInList.java,14.0,1.0,12.0,1.0,3.0,3.0,3.0,1.0,2.0,8.0,1.0,1.0,0.0,1.0,10.0,10.0,3.0,10.0,0.0,0.0,0.0,10.0,195.0,27.0,131.0,40.0,74.0,37.0,64.0,98.0,39.0,60.0,24.0,24.0,24.0,2.0,63.0,0.28,33.0,33.0,33.0,10.0,0.0,3.0,17.0,1.0,2.125,7.0,1.0,14.375,108.0,0.0,0.625,5.0,13,0,5,10,0,5,10,114,114,28,131,0,5,None
File,FilterStructColumnInList.java,16.0,2.0,12.0,1.0,3.0,2.0,3.0,1.0,2.0,19.0,0.0,1.0,0.0,1.0,8.0,8.0,6.0,8.0,0.0,0.0,0.0,8.0,188.0,31.0,123.0,54.0,64.0,34.0,71.0,90.0,49.0,41.0,14.0,11.0,15.0,3.0,73.0,0.28,22.0,19.0,23.0,8.0,0.0,5.285714285714286,27.0,1.0,4.0,16.0,1.0,6.285714285714286,37.0,0.0,0.8571428571428571,5.0,9,0,6,9,0,6,9,114,114,22,62,0,6,None
File,FilterTimestampColumnInList.java,16.0,1.0,13.0,2.0,4.0,4.0,4.0,1.0,2.0,9.0,0.0,1.0,0.0,1.0,8.0,8.0,3.0,8.0,0.0,0.0,0.0,8.0,179.0,26.0,120.0,35.0,65.0,33.0,55.0,89.0,35.0,54.0,25.0,25.0,25.0,2.0,63.0,0.28,32.0,32.0,32.0,8.0,0.0,2.6666666666666665,13.0,1.0,2.1666666666666665,7.0,1.0,27.83333333333333,162.0,0.0,0.8333333333333334,5.0,7,0,5,7,0,5,7,114,114,28,59,0,5,None
File,FireEventRequest.java,11.0,0.0,10.0,1.0,3.0,3.0,3.0,2.0,2.0,14.833333333333334,0.0,6.0,3.0,11.0,59.0,58.0,13.0,61.0,1.0,2.0,0.0,58.0,861.0,104.0,727.0,160.0,444.0,45.0,339.0,509.0,146.0,392.0,17.0,17.0,35.0,1.5,13.0,0.06,183.0,163.0,205.0,95.0,0.0,3.425,13.0,0.0,3.05,23.0,1.0,13.2875,500.0,0.0,0.6625,4.0,0,0,2,20,0,2,20,108,83,206,36,0,1,None
File,FirstInFirstOutComparator.java,46.0,6.0,35.0,5.0,10.0,10.0,12.0,10.0,1.5,14.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,77.0,11.0,42.0,16.0,27.0,24.0,23.0,34.0,15.0,27.0,10.0,10.0,12.0,1.0,0.0,0.57,10.0,10.0,12.0,10.0,1.0,3.4444444444444446,9.0,2.0,10.333333333333334,42.0,1.0,2.0,10.0,0.0,0.1111111111111111,1.0,0,0,2,4,0,2,4,32,16,136,222,0,2,None
File,FixedBucketPruningOptimizer.java,15.0,0.0,13.0,2.0,3.0,3.0,3.0,3.0,1.4,13.2,0.0,5.0,0.0,1.0,16.0,16.0,7.0,16.0,0.0,1.0,2.0,13.0,340.0,28.0,258.0,106.0,129.0,54.0,125.0,186.0,100.0,108.0,30.0,27.0,31.0,1.6,16.4,0.21,54.0,50.0,55.0,43.0,0.0,2.857142857142857,11.0,1.0,5.428571428571429,39.0,1.0,40.142857142857146,537.0,0.0,0.7857142857142857,5.0,0,0,1,5,0,1,5,256,256,0,110,0,1,None
File,FixedExecutionContextProvider.java,7.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,0.0,2.0,0.0,1.0,6.0,6.0,2.0,6.0,0.0,1.0,0.0,5.0,90.0,9.0,62.0,38.0,21.0,19.0,29.0,40.0,30.0,15.0,2.0,2.0,2.0,1.0,35.0,0.31,8.0,8.0,8.0,6.0,0.0,1.4,4.0,0.0,5.2,22.0,1.0,1.4,2.0,0.0,0.4,1.0,4,0,3,4,0,3,4,225,225,0,378,0,0,None
File,FlatRowContainer.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,1.8,7.8,0.0,5.0,0.0,4.0,54.0,54.0,9.0,54.0,1.0,6.0,0.0,47.0,411.0,54.0,322.0,118.0,150.0,44.0,147.0,234.0,103.0,137.0,5.0,5.0,5.0,1.6,40.6,0.14,86.0,86.0,87.0,62.0,0.0,2.450980392156863,9.0,0.0,2.1372549019607843,9.0,1.0,1.6666666666666667,10.0,0.0,0.4509803921568627,3.0,0,0,1,4,0,1,4,704,704,0,223,0,1,None
File,FosterStorageHandler.java,12.0,1.0,11.0,1.0,2.0,2.0,3.0,1.0,1.0,40.0,0.0,1.0,0.0,2.0,14.0,14.0,4.0,14.0,1.0,0.0,0.0,13.0,254.0,38.0,182.0,87.0,91.0,37.0,88.0,118.0,68.0,68.0,10.0,10.0,20.0,2.0,84.0,0.2,27.0,27.0,37.0,14.0,0.0,1.9166666666666667,10.0,0.0,4.166666666666667,25.0,1.0,6.333333333333333,61.0,0.0,0.5833333333333334,4.0,3,0,2,52,0,2,52,454,203,94,26,0,1,None
File,Ftp.java,30.0,0.0,28.0,3.0,6.0,6.0,7.0,2.0,2.0,28.0,0.0,1.0,0.0,0.0,12.0,12.0,23.0,12.0,9.0,0.0,0.0,3.0,439.0,20.0,371.0,88.0,241.0,51.0,189.0,269.0,93.0,205.0,18.0,18.0,22.0,1.0,79.0,0.14,77.0,77.0,85.0,23.0,2.0,7.090909090909091,14.0,1.0,11.363636363636363,32.0,1.0,388.9090909090909,4062.0,0.0,2.5454545454545454,6.0,24,0,1,2,0,1,2,12,12,0,65,0,0,None
File,FuncDecimalToDouble.java,11.0,1.0,10.0,0.0,2.0,2.0,2.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,11.0,11.0,2.0,11.0,0.0,0.0,1.0,10.0,152.0,21.0,107.0,32.0,60.0,24.0,54.0,79.0,31.0,49.0,15.0,15.0,15.0,2.0,55.0,0.22,24.0,24.0,24.0,10.0,0.0,2.333333333333333,12.0,0.0,2.0,6.0,0.0,3.888888888888889,28.0,0.0,0.4444444444444444,4.0,5,0,5,6,0,5,6,114,114,28,220,0,5,None
File,FuncDecimalToLong.java,17.0,1.0,15.0,1.0,4.0,4.0,4.0,1.0,1.0,16.0,2.0,1.0,0.0,1.0,7.0,7.0,4.0,7.0,0.0,0.0,1.0,6.0,149.0,19.0,106.0,35.0,62.0,24.0,60.0,82.0,35.0,50.0,16.0,16.0,16.0,2.0,67.0,0.23,21.0,21.0,21.0,6.0,1.0,3.8,13.0,0.0,4.0,12.0,0.0,11.8,56.0,0.0,0.8,4.0,5,0,6,9,0,6,9,114,114,22,137,0,6,None
File,FuncDecimalToTimestamp.java,14.0,1.0,12.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,8.0,8.0,2.0,8.0,0.0,0.0,1.0,7.0,140.0,18.0,98.0,29.0,57.0,24.0,51.0,73.0,28.0,46.0,15.0,15.0,15.0,2.0,57.0,0.24,21.0,21.0,21.0,7.0,0.0,3.0,12.0,0.0,2.5,6.0,0.0,5.333333333333333,28.0,0.0,0.6666666666666666,4.0,5,0,5,6,0,5,6,114,114,28,71,0,5,None
File,FuncDoubleToDecimal.java,11.0,1.0,10.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,10.0,10.0,2.0,10.0,0.0,0.0,1.0,9.0,148.0,20.0,104.0,29.0,61.0,24.0,55.0,79.0,30.0,50.0,15.0,15.0,15.0,2.0,50.0,0.23,23.0,23.0,23.0,9.0,1.0,2.625,12.0,0.0,2.125,6.0,0.0,4.25,28.0,0.0,0.5,4.0,4,0,5,9,0,5,9,114,114,28,137,0,5,None
File,FuncLongToDecimal.java,11.0,1.0,10.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,10.0,10.0,2.0,10.0,0.0,0.0,1.0,9.0,148.0,20.0,104.0,29.0,61.0,24.0,55.0,79.0,30.0,50.0,15.0,15.0,15.0,2.0,50.0,0.23,23.0,23.0,23.0,9.0,1.0,2.625,12.0,0.0,2.125,6.0,0.0,4.25,28.0,0.0,0.5,4.0,4,0,5,9,0,5,9,114,114,28,137,0,5,None
File,FuncLongToString.java,10.0,0.0,9.0,0.0,2.0,2.0,2.0,1.0,1.0,12.0,2.0,1.0,0.0,1.0,12.0,12.0,3.0,12.0,3.0,0.0,0.0,9.0,158.0,20.0,110.0,34.0,60.0,29.0,57.0,83.0,33.0,50.0,15.0,15.0,15.0,2.0,64.0,0.26,25.0,25.0,25.0,11.0,0.0,2.2,12.0,0.0,1.9,6.0,0.0,3.6,28.0,0.0,0.4,4.0,4,0,5,8,0,5,8,114,114,28,175,0,5,None
File,FuncRoundWithNumDigitsDecimalToDecimal.java,12.0,1.0,11.0,1.0,2.0,2.0,2.0,1.0,1.0,14.0,1.0,1.0,0.0,1.0,8.0,8.0,3.0,8.0,0.0,0.0,1.0,7.0,144.0,21.0,101.0,34.0,59.0,23.0,56.0,75.0,34.0,41.0,11.0,11.0,11.0,2.0,63.0,0.23,18.0,18.0,18.0,8.0,1.0,4.666666666666667,14.0,1.0,2.6666666666666665,6.0,1.0,4.166666666666667,20.0,0.0,0.5,3.0,4,0,5,10,0,5,10,114,114,28,119,0,5,None
File,FuncTimestampToDecimal.java,11.0,1.0,10.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,10.0,10.0,2.0,10.0,0.0,0.0,1.0,9.0,149.0,20.0,105.0,30.0,61.0,24.0,55.0,79.0,30.0,50.0,15.0,15.0,15.0,2.0,50.0,0.23,23.0,23.0,23.0,9.0,1.0,2.625,12.0,0.0,2.125,6.0,0.0,4.25,28.0,0.0,0.5,4.0,5,0,5,6,0,5,6,114,114,28,71,0,5,None
File,FuncTimestampToLong.java,11.0,1.0,10.0,0.0,3.0,3.0,3.0,1.0,1.0,12.0,1.0,1.0,0.0,1.0,10.0,10.0,2.0,10.0,0.0,0.0,1.0,9.0,150.0,20.0,106.0,31.0,61.0,24.0,56.0,80.0,31.0,50.0,15.0,15.0,15.0,2.0,50.0,0.23,23.0,23.0,23.0,9.0,1.0,2.625,12.0,0.0,2.125,6.0,0.0,4.25,28.0,0.0,0.5,4.0,5,0,5,6,0,5,6,114,114,28,71,0,5,None
File,FunctionInfo.java,6.0,0.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.75,0.25,3.0,0.0,0.0,30.0,32.0,16.0,32.0,0.0,0.0,0.0,32.0,288.0,45.0,178.0,65.0,74.0,66.0,86.0,128.0,58.0,71.0,7.0,7.0,7.0,1.25,45.75,0.37,40.0,40.0,43.0,36.0,1.0,5.6923076923076925,47.0,1.0,2.641025641025641,14.0,1.0,1.8461538461538465,10.0,0.0,0.3846153846153846,2.0,0,0,1,18,0,1,18,256,256,0,173,0,0,None
File,FunctionRegistry.java,19.0,1.0,13.0,5.0,4.0,3.0,4.0,2.0,1.0,128.0,0.0,1.0,60.0,14.0,61.0,1.0,0.0,61.0,2.0,2.0,0.0,57.0,1740.0,184.0,1235.0,358.0,825.0,324.0,754.0,952.0,331.0,710.0,24.0,24.0,26.0,1.3333333333333333,24.666666666666668,0.26,219.0,201.0,274.0,129.0,0.0,5.422680412371134,47.0,0.0,3.6288659793814433,18.0,1.0,221.64948453608247,21228.0,0.0,0.6804123711340206,5.0,27,0,25,268,0,25,268,222,1,13,11,9,10,None
File,GenMRFileSink1.java,46.0,6.0,30.0,11.0,6.0,6.0,7.0,2.0,2.0,27.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,2.0,246.0,31.0,149.0,68.0,87.0,67.0,86.0,111.0,61.0,74.0,10.0,10.0,13.0,1.0,0.0,0.45,23.0,23.0,27.0,9.0,3.0,3.6666666666666665,4.0,6.0,20.0,33.0,4.0,39.0,85.0,1.0,2.6666666666666665,4.0,7,0,1,75,0,1,75,247,247,0,40,1,0,None
File,GenMRSkewJoinProcessor.java,55.0,7.0,41.0,8.0,5.0,5.0,5.0,2.0,1.0,49.0,0.0,1.0,5.0,5.0,6.0,1.0,0.0,6.0,3.0,1.0,0.0,2.0,410.0,52.0,293.0,139.0,203.0,67.0,213.0,252.0,138.0,166.0,22.0,22.0,22.0,1.0,0.0,0.23,31.0,31.0,32.0,14.0,5.0,7.6,10.0,2.0,20.6,92.0,1.0,4078.6,20385.0,0.0,1.0,3.0,4,0,3,35,0,3,35,166,2,121,76,0,2,None
File,GenMRTableScan1.java,53.0,5.0,36.0,13.0,4.0,4.0,5.0,2.0,2.0,37.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,1.0,0.0,2.0,221.0,21.0,142.0,73.0,88.0,59.0,102.0,117.0,67.0,77.0,11.0,11.0,12.0,1.0,0.0,0.42,13.0,13.0,14.0,5.0,3.0,5.0,7.0,22.0,37.0,52.0,1.0,19.0,37.0,0.0,2.5,5.0,2,0,2,36,0,2,36,35,35,69,81,0,0,None
File,GenMapRedUtils.java,37.0,3.0,24.0,10.0,5.0,5.0,6.0,2.0,1.2,33.8,0.0,2.0,49.0,1.0,51.0,2.0,0.0,51.0,5.0,6.0,2.0,38.0,2084.0,219.0,1351.0,458.0,899.0,518.0,705.0,985.0,408.0,756.0,38.0,38.0,40.0,1.0,21.6,0.38,249.0,248.0,298.0,78.0,0.0,5.671428571428572,26.0,1.0,10.371428571428572,63.0,1.0,84283.84285714285,5899320.0,0.0,1.1714285714285717,6.0,106,0,10,173,0,10,173,243,2,29,17,89,4,None
File,GenSparkSkewJoinProcessor.java,85.0,6.0,73.0,6.0,9.0,9.0,9.0,1.0,1.0,63.0,0.0,1.0,3.0,1.0,4.0,1.0,0.0,4.0,0.0,3.0,0.0,1.0,421.0,33.0,344.0,156.0,241.0,46.0,251.0,294.0,153.0,205.0,27.0,27.0,27.0,1.0,0.0,0.13,35.0,35.0,36.0,4.0,4.0,8.666666666666666,14.0,8.0,43.66666666666666,102.0,3.0,105805.33333333331,317409.0,1.0,2.333333333333333,3.0,0,0,1,15,0,1,15,24,24,0,42,0,0,None
File,GenSparkUtils.java,24.0,3.0,18.0,4.0,4.0,4.0,5.0,2.0,1.0,55.0,0.0,1.0,6.0,2.0,20.0,14.0,1.0,20.0,0.0,4.0,3.0,13.0,586.0,77.0,406.0,141.0,250.0,104.0,207.0,298.0,139.0,208.0,17.0,17.0,18.0,1.0,88.0,0.26,78.0,78.0,90.0,38.0,1.0,5.526315789473684,9.0,1.0,9.157894736842104,27.0,1.0,104.3157894736842,1800.0,0.0,1.5789473684210529,4.0,0,13,3,37,0,3,37,49,35,30,26,15,0,None
File,GenTezUtils.java,33.0,4.0,24.0,5.0,5.0,5.0,5.0,2.0,1.6666666666666667,28.0,0.3333333333333333,3.0,13.0,1.0,17.0,4.0,1.0,17.0,0.0,3.0,1.0,13.0,653.0,100.0,448.0,161.0,297.0,106.0,240.0,331.0,143.0,257.0,22.0,22.0,23.0,1.0,0.0,0.24,81.0,81.0,89.0,28.0,3.0,7.875,17.0,3.0,12.5625,36.0,1.0,316.0625,4930.0,0.0,1.8125,5.0,16,0,9,47,0,9,47,345,109,30,24,20,2,None
File,GenTezWork.java,88.0,8.0,57.0,23.0,10.0,10.0,11.0,3.0,1.25,23.75,0.0,1.0,0.0,1.0,5.0,5.0,1.0,5.0,0.0,3.0,0.0,2.0,511.0,51.0,320.0,94.0,219.0,140.0,192.0,252.0,96.0,186.0,46.0,46.0,51.0,1.5,22.5,0.44,52.0,52.0,57.0,15.0,0.0,7.166666666666667,33.0,2.0,14.75,77.0,1.0,6873985.583333333,82487810.0,0.0,1.0833333333333333,7.0,0,0,3,41,0,3,41,823,203,117,31,1,1,None
File,GenVectorCode.java,21.0,1.0,18.0,1.0,3.0,3.0,3.0,2.0,1.0,14.0,0.0,1.0,10.0,2.0,98.0,88.0,9.0,98.0,6.0,87.0,0.0,5.0,3327.0,388.0,2649.0,1519.0,2343.0,291.0,1203.0,1478.0,644.0,1073.0,75.0,75.0,78.0,2.0,82.0,0.11,291.0,291.0,314.0,215.0,1.0,6.673469387755102,63.0,1.0,5.683673469387755,68.0,1.0,2.826530612244898,75.0,0.0,0.4489795918367347,2.0,0,0,5,38,0,5,38,307,114,66,33,3,2,None
File,GenVectorTestCode.java,20.0,3.0,17.0,1.0,2.0,2.0,2.0,1.0,1.0,8.0,0.0,2.0,2.0,0.0,8.0,8.0,7.0,10.0,0.0,2.0,0.0,8.0,261.0,38.0,185.0,52.0,130.0,38.0,88.0,115.0,42.0,84.0,4.0,4.0,5.0,1.0,42.0,0.21,19.0,19.0,20.0,8.0,4.0,8.142857142857142,13.0,1.0,6.285714285714286,9.0,1.0,2.571428571428572,5.0,0.0,1.2857142857142858,2.0,0,0,1,4,0,1,4,550,550,0,411,0,1,None
File,GenericColumnVectorProducer.java,10.0,0.0,9.0,0.0,2.0,1.0,2.0,1.0,2.0,14.333333333333334,0.0,3.0,1.0,0.0,20.0,19.0,11.0,20.0,0.0,1.0,0.0,19.0,291.0,27.0,243.0,102.0,122.0,21.0,136.0,173.0,84.0,97.0,23.0,6.0,23.0,1.0,49.333333333333336,0.09,46.0,29.0,46.0,20.0,0.0,3.647058823529412,21.0,1.0,2.647058823529412,15.0,1.0,2.647058823529412,24.0,0.0,0.2352941176470588,2.0,83,0,3,6,0,3,6,406,107,3,26,21,1,None
File,GenericJdbcDatabaseAccessor.java,16.0,1.0,14.0,1.0,3.0,3.0,3.0,1.0,1.5,16.5,0.5,1.0,0.0,3.0,11.0,11.0,1.0,11.0,0.0,0.0,7.0,4.0,253.0,42.0,180.0,61.0,108.0,31.0,101.0,131.0,59.0,85.0,7.0,7.0,7.0,1.0,32.0,0.17,28.0,28.0,29.0,14.0,0.0,3.3043478260869565,16.0,1.0,7.6521739130434785,16.0,1.0,2.6956521739130435,27.0,0.0,0.6086956521739131,2.0,253,0,1,1,0,1,1,550,550,0,0,29,0,None
File,GenericJdbcDatabaseAccessorTest.java,11.0,1.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,0.0,13.0,13.0,0.0,13.0,0.0,1.0,0.0,12.0,206.0,47.0,145.0,84.0,87.0,14.0,95.0,111.0,68.0,83.0,2.0,2.0,2.0,1.0,0.0,0.1,15.0,15.0,15.0,13.0,0.0,2.0,16.0,5.0,8.384615384615385,13.0,1.0,1.1538461538461535,2.0,0.0,0.1538461538461538,1.0,206,0,1,1,0,1,1,550,550,0,0,13,0,None
File,GenericUDAFAverage.java,12.0,1.0,11.0,0.0,2.0,2.0,2.0,1.0,1.0,13.875,0.75,8.0,1.0,1.0,47.0,46.0,16.0,47.0,0.0,1.0,28.0,18.0,566.0,65.0,458.0,199.0,224.0,44.0,202.0,274.0,141.0,152.0,16.0,6.0,16.0,2.75,34.375,0.1,88.0,76.0,94.0,43.0,0.0,3.3617021276595747,17.0,0.0,2.9148936170212765,16.0,0.0,1.680851063829787,12.0,0.0,0.4893617021276595,4.0,70,0,3,28,0,3,28,856,151,126,101,0,1,None
File,GenericUDAFBinarySetFunctions.java,9.0,0.0,9.0,0.0,2.0,2.0,3.0,1.0,1.0740740740740742,6.888888888888889,0.0,21.0,2.0,0.0,31.0,29.0,0.0,31.0,0.0,2.0,0.0,29.0,452.0,62.0,373.0,155.0,156.0,17.0,101.0,182.0,79.0,108.0,9.0,6.0,9.0,2.333333333333333,2.592592592592593,0.05,74.0,60.0,84.0,31.0,1.0,3.4782608695652173,16.0,1.0,2.6956521739130435,11.0,0.0,2.1449275362318843,32.0,0.0,0.7101449275362319,3.0,452,0,2,2,0,2,2,24,24,4,4,41,0,None
File,GenericUDAFBloomFilter.java,11.0,0.0,10.0,1.0,2.0,2.0,3.0,1.0,1.3333333333333333,19.33333333333333,0.0,3.0,0.0,1.0,20.0,20.0,8.0,20.0,0.0,0.0,0.0,20.0,321.0,37.0,244.0,108.0,141.0,40.0,130.0,165.0,88.0,102.0,17.0,6.0,18.0,1.6666666666666667,29.0,0.16,48.0,34.0,52.0,20.0,0.0,3.263157894736842,20.0,1.0,3.5789473684210527,26.0,1.0,2.263157894736842,16.0,0.0,0.4736842105263157,4.0,20,0,5,9,0,5,9,256,256,14,7,42,1,None
File,GenericUDAFComputeStats.java,15.0,2.0,13.0,1.0,2.0,2.0,3.0,1.0,1.0,11.882352941176473,0.4705882352941176,17.0,0.0,3.0,75.0,75.0,80.0,75.0,0.0,2.0,28.0,45.0,1428.0,237.0,1052.0,377.0,620.0,156.0,599.0,746.0,288.0,516.0,17.0,10.0,17.0,2.4705882352941178,33.47058823529412,0.15,157.0,144.0,188.0,76.0,0.0,4.333333333333333,19.0,0.0,4.52,24.0,0.0,3.2666666666666666,60.0,0.0,0.5866666666666667,4.0,0,0,1,19,0,1,19,4,4,0,75,0,0,None
