Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments,Priority
File,AbstractMapJoinOperator.java,9.0,1.0,8.0,0.0,1.0,1.0,1.0,1.0,2.0,12.0,3.0,1.0,0.0,1.0,7.0,7.0,5.0,7.0,0.0,0.0,3.0,4.0,120.0,20.0,75.0,40.0,33.0,26.0,42.0,54.0,33.0,25.0,3.0,3.0,3.0,3.0,80.0,0.35,10.0,10.0,10.0,7.0,1.0,5.5,13.0,1.0,6.25,16.0,1.0,1.75,3.0,0.0,0.5,1.0,0,0,1,34,0,1,34,256,256,0,76,0,1,None
File,AbstractMapOperator.java,7.0,0.0,6.0,1.0,2.0,2.0,2.0,1.0,3.0,22.0,2.0,2.0,0.0,1.0,14.0,16.0,7.0,16.0,0.0,1.0,2.0,13.0,179.0,30.0,100.0,50.0,43.0,49.0,55.0,75.0,44.0,39.0,6.0,6.0,7.0,2.0,80.0,0.49,17.0,17.0,20.0,11.0,1.0,3.6666666666666665,13.0,0.0,2.4166666666666665,10.0,0.0,2.25,18.0,0.0,0.4166666666666667,2.0,1,0,2,3,0,2,3,36,24,151,112,0,1,None
File,AbstractOperatorDesc.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,9.0,30.0,1.0,0.0,0.0,18.0,18.0,8.0,18.0,0.0,0.0,0.0,18.0,127.0,27.0,82.0,45.0,21.0,18.0,32.0,51.0,33.0,18.0,1.0,1.0,1.0,1.0,88.0,0.22,18.0,18.0,18.0,18.0,0.0,5.444444444444445,23.0,1.0,1.0555555555555556,2.0,1.0,1.0,1.0,0.0,0.0,0.0,12,0,7,24,0,7,24,237,114,26,70,5,1,None
File,AbstractRecordWriter.java,13.0,0.0,12.0,1.0,3.0,3.0,3.0,1.0,1.3333333333333333,16.333333333333332,1.0,3.0,1.0,1.0,21.0,20.0,14.0,21.0,3.0,4.0,7.0,7.0,310.0,29.0,233.0,94.0,119.0,49.0,124.0,164.0,89.0,90.0,8.0,8.0,8.0,1.3333333333333333,27.666666666666668,0.21,40.0,40.0,41.0,16.0,0.0,3.611111111111111,9.0,0.0,4.222222222222222,16.0,0.0,1.8333333333333333,8.0,0.0,0.8888888888888888,3.0,10,0,4,15,0,4,15,330,83,43,67,0,1,None
File,AbstractSerDe.java,11.0,0.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,12.0,26.0,1.0,0.0,0.0,9.0,9.0,1.0,9.0,0.0,0.0,0.0,9.0,127.0,15.0,30.0,22.0,4.0,83.0,17.0,21.0,18.0,3.0,2.0,2.0,2.0,1.0,67.0,2.77,4.0,4.0,4.0,3.0,1.0,9.555555555555555,33.0,0.0,1.0,2.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0,0,1,8,0,1,8,704,704,0,190,0,1,None
File,AbstractService.java,9.0,0.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,10.0,4.0,1.0,0.0,1.0,12.0,12.0,5.0,12.0,0.0,2.0,0.0,10.0,184.0,22.0,76.0,35.0,29.0,86.0,34.0,50.0,26.0,26.0,2.0,2.0,4.0,1.0,78.0,1.13,14.0,14.0,16.0,12.0,1.0,5.454545454545454,10.0,1.0,2.1818181818181817,6.0,1.0,1.181818181818182,2.0,0.0,0.1818181818181818,1.0,0,0,1,6,0,1,6,24,24,0,263,0,1,None
File,AbstractTestPhase.java,10.0,0.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,27.0,6.0,1.0,3.0,12.0,6.0,3.0,17.0,6.0,2.0,1.0,2.0,1.0,140.0,12.0,109.0,60.0,56.0,19.0,81.0,89.0,59.0,33.0,2.0,2.0,2.0,1.0,72.0,0.17,7.0,7.0,7.0,6.0,2.0,10.5,24.0,2.0,9.0,31.0,1.0,1.1666666666666667,2.0,0.0,0.1666666666666666,1.0,1,0,1,3,0,1,3,225,225,0,590,0,0,None
File,AbstractVectorDesc.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,12.0,1.0,0.0,1.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,3.0,39.0,7.0,15.0,8.0,4.0,17.0,6.0,10.0,7.0,3.0,1.0,1.0,1.0,1.0,33.0,1.13,3.0,3.0,3.0,3.0,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,12,0,6,7,0,6,7,294,114,30,152,0,6,None
File,AccumuloPredicateHandler.java,19.0,2.0,13.0,5.0,3.0,3.0,3.0,2.0,1.0,67.0,0.0,1.0,1.0,6.0,16.0,15.0,0.0,16.0,0.0,2.0,1.0,13.0,426.0,50.0,277.0,128.0,161.0,99.0,168.0,213.0,118.0,132.0,7.0,7.0,9.0,1.0,54.5,0.36,46.0,46.0,48.0,27.0,1.0,6.15,20.0,1.0,12.375,32.0,1.0,3.6,36.0,0.0,0.575,2.0,0,0,1,6,0,1,6,284,284,0,130,0,0,None
File,AccumuloQTestUtil.java,7.0,1.0,7.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,2.0,44.0,5.0,19.0,9.0,7.0,20.0,9.0,13.0,7.0,6.0,2.0,2.0,2.0,2.0,0.0,1.05,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,6,0,1,5,0,1,5,225,225,0,199,1,0,None
File,AccumuloSerDe.java,8.0,1.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,28.25,0.0,1.0,0.0,1.0,11.0,11.0,4.0,11.0,0.0,0.0,2.0,9.0,157.0,26.0,108.0,53.0,48.0,23.0,58.0,75.0,49.0,35.0,3.0,3.0,3.0,1.5,39.75,0.21,16.0,16.0,16.0,11.0,0.0,4.283018867924528,21.0,1.0,5.490566037735849,48.0,1.0,1.4339622641509433,4.0,0.0,0.3584905660377358,2.0,0,0,1,4,0,1,4,704,704,0,272,0,1,None
File,AccumuloStorageHandler.java,15.0,1.0,12.0,1.0,3.0,3.0,3.0,1.0,2.0,38.5,0.0,1.0,0.0,2.0,21.0,21.0,4.0,21.0,0.0,0.0,3.0,18.0,408.0,54.0,305.0,125.0,154.0,49.0,142.0,196.0,100.0,121.0,9.0,9.0,9.0,1.5,71.5,0.16,57.0,57.0,58.0,26.0,0.0,4.166666666666667,14.0,0.0,7.777777777777778,20.0,1.0,3.6666666666666665,28.0,0.0,0.4444444444444444,4.0,0,0,1,4,0,1,4,704,704,0,272,0,1,None
File,AccumuloTestSetup.java,17.0,2.0,14.0,1.0,2.0,2.0,2.0,1.0,1.0,20.0,0.0,1.0,0.0,2.0,5.0,5.0,1.0,5.0,0.0,0.0,2.0,3.0,140.0,20.0,96.0,48.0,55.0,24.0,70.0,83.0,48.0,41.0,3.0,3.0,3.0,1.0,40.0,0.25,11.0,11.0,11.0,5.0,2.0,7.0,12.0,2.0,6.75,13.0,2.0,2.75,4.0,1.0,1.5,2.0,13,0,2,3,0,2,3,124,24,72,398,4,0,None
File,AcidOpenTxnsCounterService.java,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.5,8.5,0.0,2.0,0.0,2.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,75.0,0.0,53.0,28.0,18.0,23.0,25.0,35.0,23.0,15.0,3.0,3.0,3.0,1.5,8.5,0.43,8.0,8.0,8.0,6.0,0.0,2.4,7.0,1.0,3.0,9.0,1.0,1.4,3.0,0.0,0.4,2.0,0,0,1,3,0,1,3,203,203,0,30,0,0,None
File,AcidOutputFormat.java,6.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,12.0,1.0,2.0,0.0,0.0,35.0,35.0,16.0,35.0,2.0,0.0,0.0,33.0,320.0,35.0,161.0,67.0,62.0,125.0,80.0,118.0,64.0,54.0,3.0,3.0,3.0,1.0,94.0,0.78,36.0,36.0,36.0,33.0,1.0,6.971428571428572,22.0,1.0,1.542857142857143,3.0,0.0,1.1142857142857143,4.0,0.0,0.1142857142857142,2.0,15,0,1,6,0,1,6,203,203,0,174,0,0,None
File,AcidUtils.java,12.0,0.0,9.0,3.0,2.0,2.0,3.0,1.0,1.2142857142857142,7.714285714285714,0.0,16.0,41.0,28.0,79.0,42.0,20.0,83.0,9.0,6.0,0.0,68.0,1180.0,93.0,792.0,260.0,466.0,302.0,322.0,506.0,236.0,336.0,19.0,19.0,27.0,1.4285714285714286,13.785714285714286,0.38,177.0,173.0,201.0,97.0,0.0,5.494845360824742,26.0,1.0,5.721649484536083,23.0,0.0,12.041237113402062,960.0,0.0,0.4639175257731959,3.0,368,0,7,42,0,7,42,823,203,31,23,0,1,None
File,AddDynamicPartitions.java,11.0,1.0,10.0,1.0,3.0,3.0,3.0,2.0,2.2,12.0,0.0,6.0,3.0,11.0,59.0,58.0,13.0,61.0,1.0,2.0,0.0,58.0,864.0,108.0,714.0,162.0,437.0,57.0,340.0,502.0,146.0,385.0,17.0,17.0,35.0,1.4,15.4,0.08,175.0,155.0,197.0,95.0,0.0,3.945454545454545,16.0,1.0,3.327272727272727,23.0,1.0,13.054545454545456,320.0,0.0,0.5454545454545454,4.0,0,0,1,17,0,1,17,83,83,0,26,0,0,None
File,AddPartitionDesc.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.25,7.0,0.0,2.0,0.0,1.0,43.0,43.0,17.0,43.0,2.0,1.0,0.0,40.0,327.0,51.0,199.0,83.0,82.0,77.0,91.0,146.0,78.0,70.0,4.0,4.0,5.0,1.25,65.5,0.39,51.0,51.0,53.0,43.0,1.0,3.32,16.0,1.0,2.1,30.0,1.0,1.16,4.0,0.0,0.12,2.0,0,0,1,13,0,1,13,133,133,0,240,8,0,None
File,AddPartitionMessage.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,8.4,0.4,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,54.0,7.0,18.0,9.0,6.0,29.0,9.0,14.0,8.0,6.0,3.0,3.0,3.0,2.4,32.4,1.61,4.0,4.0,4.0,2.0,1.0,2.027027027027027,6.0,1.0,1.5405405405405406,6.0,0.0,0.972972972972973,4.0,0.0,0.1621621621621621,1.0,0,0,3,27,0,3,27,132,81,30,54,31,1,None
File,AddPartitionMessage.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,8.4,0.4,1.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,6.0,66.0,12.0,23.0,14.0,6.0,31.0,14.0,19.0,13.0,6.0,3.0,3.0,3.0,2.4,32.4,1.35,4.0,4.0,4.0,2.0,1.0,2.027027027027027,6.0,1.0,1.5405405405405406,6.0,0.0,0.972972972972973,4.0,0.0,0.1621621621621621,1.0,0,0,3,27,0,3,27,132,81,30,54,31,1,None
File,AggregateDefinition.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,52.0,6.0,29.0,15.0,8.0,17.0,16.0,22.0,14.0,8.0,1.0,1.0,1.0,1.0,60.0,0.59,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,4,0,1,4,114,114,0,291,0,0,None
File,AggregationDesc.java,6.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,2.0,12.0,0.0,1.0,0.0,1.0,17.0,17.0,7.0,17.0,0.0,0.0,0.0,17.0,165.0,27.0,115.0,41.0,52.0,23.0,53.0,80.0,38.0,44.0,5.0,5.0,6.0,1.0,79.0,0.2,25.0,25.0,27.0,20.0,1.0,5.315789473684211,15.0,1.0,3.1052631578947367,15.0,1.0,2.3157894736842106,12.0,0.0,0.4210526315789473,2.0,0,0,1,8,0,1,8,256,256,0,365,0,1,None
File,Allocator.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.5,8.166666666666666,0.0,2.0,0.0,1.0,6.0,6.0,0.0,6.0,5.0,0.0,0.0,1.0,63.0,8.0,15.0,11.0,2.0,40.0,9.0,12.0,11.0,1.0,1.0,1.0,1.0,1.4166666666666667,23.83333333333333,2.67,1.0,1.0,1.0,1.0,0.0,3.528735632183908,13.0,0.0,2.7011494252873565,16.0,0.0,59.03448275862069,4968.0,0.0,0.5977011494252874,5.0,0,0,1,11,0,1,11,107,107,0,71,13,0,None
File,AlterHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,30.5,0.0,1.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,196.0,9.0,38.0,37.0,0.0,149.0,17.0,18.0,18.0,0.0,0.0,0.0,0.0,1.0,32.0,3.92,0.0,0.0,0.0,0.0,0.0,5.391304347826087,22.0,0.0,13.043478260869565,68.0,0.0,58578.82608695652,1189056.0,0.0,1.5217391304347827,7.0,0,0,1,9,0,1,9,17,17,0,338,74,0,None
File,AlterIndexMessage.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,3.0,6.0,3.0,1.0,21.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.5,39.25,3.5,1.0,1.0,1.0,1.0,0.0,1.5769230769230769,4.0,1.0,1.3846153846153846,3.0,0.0,0.9230769230769232,2.0,0.0,0.1538461538461538,1.0,0,0,3,6,0,3,6,111,17,27,11,39,1,None
File,AlterIndexMessage.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,33.0,6.0,9.0,6.0,1.0,18.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,2.5,39.25,2.0,1.0,1.0,1.0,1.0,0.0,1.5769230769230769,4.0,1.0,1.3846153846153846,3.0,0.0,0.9230769230769232,2.0,0.0,0.1538461538461538,1.0,0,0,3,6,0,3,6,111,17,27,11,39,1,None
File,AlterPartitionMessage.java,5.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,8.25,0.5,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,43.0,7.0,15.0,8.0,4.0,21.0,8.0,13.0,7.0,6.0,3.0,3.0,3.0,2.5,40.5,1.4,4.0,4.0,4.0,2.0,1.0,2.081081081081081,5.0,1.0,1.6216216216216215,7.0,0.0,1.945945945945946,40.0,0.0,0.1891891891891892,2.0,0,0,2,6,0,2,6,158,133,40,143,18,1,None
File,AlterPartitionMessage.java,13.0,0.0,13.0,0.0,5.0,5.0,5.0,1.0,1.0,8.25,0.5,1.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,6.0,65.0,10.0,37.0,13.0,16.0,18.0,18.0,28.0,12.0,16.0,8.0,8.0,8.0,2.5,40.5,0.49,9.0,9.0,9.0,2.0,1.0,2.081081081081081,5.0,1.0,1.6216216216216215,7.0,0.0,1.945945945945946,40.0,0.0,0.1891891891891892,2.0,0,0,2,6,0,2,6,158,133,40,143,18,1,None
File,AlterTableMessage.java,4.0,0.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,6.75,0.5,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,37.0,4.0,12.0,6.0,3.0,21.0,5.0,9.0,5.0,4.0,2.0,2.0,2.0,2.5,39.0,1.75,3.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,1.6,5.0,0.0,1.2666666666666666,12.0,0.0,0.2333333333333333,2.0,0,0,2,5,0,2,5,158,133,40,180,18,1,None
File,AlterTableMessage.java,11.0,0.0,11.0,0.0,4.0,4.0,4.0,1.0,1.0,6.75,0.5,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,1.0,4.0,54.0,7.0,29.0,9.0,13.0,18.0,12.0,20.0,8.0,12.0,6.0,6.0,6.0,2.5,39.0,0.62,7.0,7.0,7.0,2.0,1.0,2.0,4.0,1.0,1.6,5.0,0.0,1.2666666666666666,12.0,0.0,0.2333333333333333,2.0,0,0,2,5,0,2,5,158,133,40,180,18,1,None
File,AlterTableSimpleDesc.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,13.0,13.0,6.0,13.0,0.0,0.0,0.0,13.0,119.0,18.0,63.0,27.0,22.0,38.0,30.0,45.0,25.0,20.0,2.0,2.0,2.0,2.0,77.0,0.6,14.0,14.0,14.0,13.0,1.0,3.1,8.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,9,0,2,6,0,2,6,143,83,284,492,3,0,None
