Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments,Bugs
File,BinarySortableDeserializeRead.java,30.0,2.0,26.0,2.0,6.0,4.0,6.0,2.0,1.0,15.5,0.0,2.0,0.0,1.0,19.0,19.0,22.0,19.0,0.0,8.0,0.0,11.0,718.0,75.0,536.0,124.0,365.0,107.0,329.0,408.0,133.0,304.0,48.0,33.0,53.0,1.5,41.0,0.2,107.0,81.0,113.0,46.0,2.0,9.0,40.0,1.0,6.75,35.0,1.0,38.3125,556.0,0.0,1.125,4.0,0,0,1,15,0,1,15,335,335,0,83,0,1,0.0
File,BinarySortableSerDe.java,31.0,2.0,25.0,4.0,5.0,4.0,6.0,3.0,1.0,36.66666666666666,0.3333333333333333,1.0,23.0,4.0,32.0,9.0,11.0,32.0,3.0,2.0,0.0,27.0,1171.0,110.0,885.0,311.0,589.0,176.0,550.0,649.0,291.0,461.0,74.0,53.0,78.0,2.333333333333333,31.0,0.2,171.0,129.0,180.0,90.0,0.0,7.846153846153846,36.0,1.0,6.589743589743589,55.0,1.0,7.717948717948718,99.0,0.0,1.0769230769230769,5.0,0,0,1,40,0,1,40,335,335,0,83,0,1,0.0
File,BinarySortableSerializeWrite.java,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,22.0,0.0,1.0,0.0,1.0,42.0,42.0,9.0,42.0,0.0,2.0,0.0,40.0,426.0,50.0,264.0,116.0,103.0,112.0,125.0,175.0,77.0,103.0,2.0,2.0,2.0,1.0,69.0,0.42,50.0,50.0,50.0,42.0,0.0,4.846153846153846,28.0,0.0,2.230769230769231,4.0,1.0,1.1794871794871795,2.0,0.0,0.1794871794871795,1.0,0,0,1,13,0,1,13,335,335,0,96,0,1,0.0
File,BitSetCheckedAuthorizationProvider.java,26.0,3.0,20.0,3.0,4.0,4.0,5.0,3.0,1.0,10.5,1.0,2.0,3.0,0.0,17.0,14.0,2.0,17.0,0.0,9.0,2.0,6.0,501.0,68.0,365.0,116.0,227.0,68.0,139.0,220.0,88.0,157.0,20.0,20.0,29.0,1.5,0.0,0.19,75.0,75.0,92.0,51.0,2.0,6.941176470588236,13.0,1.0,6.647058823529412,17.0,1.0,38.35294117647059,439.0,0.0,1.3529411764705883,4.0,0,1,1,3,0,1,3,222,222,0,1002,1,0,1.0
File,BloomKFilter.java,8.0,0.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,7.333333333333333,0.0,2.0,6.0,6.0,46.0,40.0,8.0,46.0,3.0,4.0,0.0,39.0,472.0,63.0,277.0,103.0,148.0,132.0,150.0,217.0,106.0,121.0,5.0,5.0,5.0,1.0,53.333333333333336,0.48,66.0,66.0,68.0,46.0,0.0,4.183333333333334,12.0,0.0,3.1166666666666667,9.0,1.0,4.133333333333334,32.0,0.0,0.5666666666666667,3.0,0,0,1,4,0,1,4,236,236,0,97,0,0,0.0
File,BucketizedHiveInputFormat.java,33.0,4.0,26.0,4.0,5.0,5.0,6.0,3.0,1.0,25.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,1.0,1.0,2.0,192.0,25.0,131.0,57.0,80.0,37.0,78.0,105.0,57.0,65.0,11.0,11.0,13.0,2.0,0.0,0.28,20.0,20.0,23.0,10.0,3.0,5.25,9.0,1.0,6.625,21.0,1.0,17.125,121.0,0.0,1.125,5.0,40,0,3,18,0,3,18,236,236,7,176,5,2,0.0
File,BytesColumnVector.java,19.0,1.0,12.0,7.0,3.0,3.0,3.0,1.0,1.0,5.5,0.0,1.0,0.0,3.0,25.0,25.0,8.0,25.0,0.0,0.0,0.0,25.0,579.0,57.0,316.0,63.0,200.0,211.0,165.0,236.0,62.0,174.0,15.0,15.0,16.0,1.5,35.0,0.67,70.0,70.0,77.0,25.0,0.0,10.264705882352942,63.0,1.0,4.970588235294118,14.0,1.0,3.588235294117647,16.0,0.0,1.1470588235294117,5.0,0,1,1,31,0,1,31,155,155,0,62,1,0,0.0
File,CLIService.java,10.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,1.798342541436464,10.867403314917128,0.0331491712707182,1.0,0.0,2.0,45.0,45.0,6.0,45.0,0.0,3.0,0.0,42.0,630.0,59.0,444.0,228.0,221.0,127.0,200.0,260.0,131.0,175.0,7.0,7.0,9.0,1.5939226519337018,10.795580110497236,0.29,64.0,64.0,69.0,49.0,0.0,2.7461044912923924,29.0,0.0,2.9922089825847844,42.0,0.0,1.934922089825848,25.0,0.0,0.611365719523373,4.0,3,0,1,55,0,1,55,236,236,0,35,0,0,1.0
File,CachedStore.java,9.0,0.0,9.0,0.0,2.0,2.0,2.0,1.0,1.25,17.666666666666668,0.0,5.0,16.0,9.0,225.0,209.0,8.0,225.0,18.0,20.0,0.0,187.0,2512.0,237.0,2147.0,898.0,1031.0,128.0,867.0,1306.0,555.0,902.0,21.0,21.0,21.0,1.5833333333333333,21.25,0.06,410.0,410.0,436.0,318.0,0.0,4.315573770491803,37.0,1.0,4.959016393442623,45.0,1.0,41.48770491803279,7776.0,0.0,0.4877049180327868,8.0,17,0,2,57,0,2,57,182,128,8,7,0,2,1.0
File,CalcitePlanner.java,42.0,3.0,32.0,7.0,5.0,5.0,6.0,1.0,1.1428571428571428,31.571428571428573,0.0714285714285714,17.0,7.0,3.0,104.0,102.0,34.0,109.0,21.0,61.0,0.0,27.0,5049.0,451.0,3766.0,1341.0,2776.0,843.0,2149.0,2708.0,1211.0,2099.0,40.0,39.0,62.0,1.7142857142857142,17.285714285714285,0.22,582.0,556.0,695.0,160.0,0.0,9.316831683168315,78.0,1.0,15.257425742574258,93.0,1.0,22361.366336633662,2203200.0,0.0,1.534653465346535,6.0,0,8,3,193,0,3,193,196,58,20,6,2,2,1.0
File,CastDateToBoolean.java,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.0,8.0,0.0,1.0,0.0,1.0,4.0,4.0,1.0,4.0,0.0,0.0,0.0,4.0,61.0,9.0,29.0,11.0,14.0,23.0,10.0,15.0,9.0,6.0,1.0,1.0,1.0,3.0,25.0,0.79,4.0,4.0,4.0,4.0,1.0,1.5,2.0,2.0,4.5,7.0,1.0,1.0,1.0,0.0,0.0,0.0,61,0,3,3,0,3,3,129,103,2,2,42,0,0.0
File,CastDateToString.java,5.0,0.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,1.0,0.0,1.0,4.0,4.0,2.0,4.0,0.0,0.0,2.0,2.0,56.0,8.0,30.0,16.0,12.0,18.0,19.0,24.0,15.0,11.0,1.0,1.0,1.0,3.0,50.0,0.6,4.0,4.0,4.0,4.0,5.0,5.5,6.0,1.0,3.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,7,0,1,5,0,1,5,335,335,0,386,0,1,0.0
File,CastDateToTimestamp.java,20.0,2.0,16.0,2.0,3.0,3.0,4.0,1.0,1.0,15.0,0.0,1.0,0.0,1.0,6.0,6.0,1.0,6.0,0.0,1.0,0.0,5.0,158.0,23.0,105.0,30.0,65.0,31.0,58.0,79.0,32.0,47.0,15.0,15.0,16.0,2.0,33.0,0.3,20.0,20.0,21.0,8.0,1.0,4.4,13.0,2.0,5.4,8.0,1.0,7.0,30.0,0.0,1.0,4.0,0,0,1,6,0,1,6,335,335,0,68,0,1,0.0
File,CastDecimalToDecimal.java,23.0,3.0,17.0,4.0,4.0,4.0,4.0,1.0,1.0,13.0,0.0,1.0,0.0,1.0,6.0,6.0,1.0,6.0,0.0,0.0,1.0,5.0,185.0,26.0,109.0,27.0,69.0,51.0,58.0,81.0,29.0,53.0,17.0,17.0,18.0,2.0,33.0,0.47,22.0,22.0,23.0,8.0,1.0,5.0,11.0,1.0,3.75,6.0,1.0,9.25,34.0,0.0,1.0,4.0,0,0,3,16,0,3,16,129,103,2,105,0,2,0.0
File,CastDoubleToDecimal.java,7.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,62.0,8.0,34.0,15.0,16.0,20.0,15.0,21.0,13.0,9.0,2.0,2.0,2.0,3.0,0.0,0.59,5.0,5.0,5.0,4.0,2.0,4.0,7.0,4.0,5.666666666666667,7.0,1.0,3.6666666666666665,8.0,0.0,0.6666666666666666,1.0,13,0,4,10,0,4,10,129,103,2,176,0,3,0.0
File,CastFloatToDecimal.java,7.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,11.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,65.0,9.0,35.0,16.0,17.0,21.0,16.0,22.0,14.0,10.0,2.0,2.0,2.0,3.0,0.0,0.6,5.0,5.0,5.0,4.0,3.0,6.0,9.0,6.0,6.0,6.0,1.0,1.5,2.0,0.0,0.5,1.0,65,0,3,3,0,3,3,129,103,2,2,40,0,0.0
File,CastLongToDate.java,10.0,1.0,9.0,0.0,2.0,2.0,2.0,1.0,1.0,15.0,1.0,1.0,0.0,1.0,5.0,5.0,2.0,5.0,0.0,0.0,0.0,5.0,93.0,15.0,57.0,27.0,29.0,21.0,28.0,37.0,23.0,17.0,4.0,4.0,4.0,2.0,70.0,0.37,8.0,8.0,8.0,5.0,1.0,4.666666666666667,10.0,2.0,4.0,6.0,1.0,2.6666666666666665,6.0,0.0,0.3333333333333333,1.0,0,1,1,12,0,1,12,335,335,0,142,0,1,0.0
File,CastLongToDecimal.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,46.0,7.0,17.0,10.0,4.0,22.0,8.0,12.0,9.0,3.0,1.0,1.0,1.0,3.0,0.0,1.29,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,4.5,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,3,8,0,3,8,129,103,2,225,0,2,0.0
File,CastLongToTimestamp.java,21.0,2.0,17.0,2.0,4.0,4.0,4.0,1.0,1.0,14.0,0.0,1.0,0.0,1.0,6.0,6.0,1.0,6.0,0.0,1.0,0.0,5.0,160.0,23.0,107.0,26.0,69.0,31.0,55.0,78.0,28.0,50.0,17.0,17.0,18.0,2.0,33.0,0.29,22.0,22.0,23.0,8.0,1.0,4.4,13.0,2.0,5.6,10.0,1.0,7.8,34.0,0.0,1.0,4.0,0,2,1,13,0,1,13,335,335,0,71,0,1,0.0
File,CastMillisecondsLongToTimestamp.java,21.0,2.0,17.0,2.0,4.0,4.0,4.0,1.0,1.0,14.0,0.0,1.0,0.0,1.0,6.0,6.0,1.0,6.0,0.0,1.0,0.0,5.0,163.0,22.0,111.0,27.0,72.0,31.0,57.0,80.0,28.0,52.0,17.0,17.0,18.0,2.0,50.0,0.28,22.0,22.0,23.0,8.0,1.0,5.0,13.0,2.0,4.5,7.0,1.0,9.25,34.0,0.0,1.0,4.0,0,2,1,13,0,1,13,335,335,0,71,0,1,0.0
