Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,AvgCyclomaticModified,AvgCyclomaticStrict,AvgEssential,CountClassBase,CountClassCoupled,CountClassDerived,CountDeclClass,CountDeclClassMethod,CountDeclClassVariable,CountDeclFunction,CountDeclInstanceMethod,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodProtected,CountDeclMethodPublic,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountSemicolon,CountStmt,CountStmtDecl,CountStmtExe,MaxCyclomatic,MaxCyclomaticModified,MaxCyclomaticStrict,MaxInheritanceTree,PercentLackOfCohesion,RatioCommentToCode,SumCyclomatic,SumCyclomaticModified,SumCyclomaticStrict,SumEssential,CountInputMin,CountInputMean,CountInputMax,CountOutputMin,CountOutputMean,CountOutputMax,CountPathMin,CountPathMean,CountPathMax,MaxNestingMin,MaxNestingMean,MaxNestingMax,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments,Bugs
File,AbstractRecordWriter.java,12.0,0.0,11.0,1.0,2.0,2.0,2.0,1.0,1.6666666666666667,17.666666666666668,0.6666666666666666,3.0,1.0,1.0,21.0,20.0,14.0,21.0,2.0,5.0,7.0,7.0,300.0,31.0,224.0,93.0,112.0,46.0,120.0,157.0,87.0,84.0,8.0,8.0,8.0,1.0,28.666666666666668,0.21,37.0,37.0,38.0,16.0,0.0,3.2222222222222223,8.0,0.0,4.222222222222222,13.0,0.0,1.6111111111111112,6.0,0.0,0.7222222222222222,2.0,27,0,1,11,0,1,11,146,146,0,82,0,0,0.0
File,AcidOpenTxnsCounterService.java,6.0,0.0,6.0,0.0,1.0,1.0,1.0,1.0,1.5,10.0,0.0,2.0,0.0,2.0,6.0,6.0,2.0,6.0,0.0,1.0,3.0,2.0,75.0,0.0,53.0,28.0,18.0,23.0,25.0,35.0,23.0,15.0,3.0,3.0,3.0,1.5,8.5,0.43,8.0,8.0,8.0,6.0,0.0,2.0,5.0,1.0,3.0,9.0,1.0,1.4,3.0,0.0,0.4,2.0,6,0,1,2,0,1,2,146,146,0,59,0,0,0.0
File,AcidStats.java,7.0,0.0,7.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,4.0,60.0,6.0,34.0,13.0,19.0,20.0,23.0,28.0,12.0,19.0,1.0,1.0,1.0,1.0,0.0,0.59,4.0,4.0,4.0,4.0,3.0,5.0,8.0,5.0,6.0,8.0,1.0,1.6666666666666667,3.0,0.0,0.6666666666666666,2.0,0,0,1,2,0,1,2,97,97,0,423,0,1,1.0
File,AcidUtils.java,13.0,0.0,10.0,3.0,2.0,2.0,3.0,1.0,1.25,9.166666666666666,0.0,12.0,27.0,20.0,51.0,26.0,13.0,53.0,7.0,5.0,0.0,41.0,812.0,60.0,559.0,189.0,328.0,194.0,235.0,363.0,174.0,238.0,18.0,18.0,23.0,1.4166666666666667,7.5,0.35,120.0,117.0,139.0,62.0,0.0,5.5625,21.0,1.0,6.34375,27.0,0.0,14.84375,800.0,0.0,0.546875,3.0,64,0,4,35,0,4,35,354,146,45,28,5,1,1.0
File,AddPartitionDesc.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.25,7.25,0.0,2.0,0.0,1.0,43.0,43.0,17.0,43.0,2.0,1.0,0.0,40.0,327.0,51.0,199.0,83.0,82.0,77.0,91.0,146.0,78.0,70.0,4.0,4.0,5.0,1.25,65.5,0.39,51.0,51.0,53.0,43.0,1.0,3.36,16.0,1.0,2.16,30.0,1.0,1.16,4.0,0.0,0.12,2.0,22,0,1,12,0,1,12,95,95,0,261,8,0,0.0
File,AddPartitionMessage.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,8.6,0.4,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,54.0,7.0,18.0,9.0,6.0,29.0,9.0,14.0,8.0,6.0,3.0,3.0,3.0,2.4,32.4,1.61,4.0,4.0,4.0,2.0,1.0,1.837837837837838,6.0,1.0,1.7027027027027026,6.0,0.0,0.972972972972973,4.0,0.0,0.1621621621621621,1.0,12,0,3,24,0,3,24,103,52,20,61,31,1,0.0
File,AddPartitionMessage.java,6.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,1.0,8.6,0.4,1.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,6.0,66.0,12.0,23.0,14.0,6.0,31.0,14.0,19.0,13.0,6.0,3.0,3.0,3.0,2.4,32.4,1.35,4.0,4.0,4.0,2.0,1.0,1.837837837837838,6.0,1.0,1.7027027027027026,6.0,0.0,0.972972972972973,4.0,0.0,0.1621621621621621,1.0,12,0,3,24,0,3,24,103,52,20,61,31,1,0.0
File,AggregateDefinition.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,4.0,0.0,1.0,0.0,0.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,0.0,52.0,6.0,29.0,15.0,8.0,17.0,16.0,22.0,14.0,8.0,1.0,1.0,1.0,1.0,60.0,0.59,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0,1,3,0,1,3,67,67,0,436,0,1,0.0
File,AggregationDesc.java,6.0,0.0,6.0,0.0,1.0,1.0,2.0,1.0,2.0,12.0,0.0,1.0,0.0,1.0,17.0,17.0,7.0,17.0,0.0,0.0,0.0,17.0,165.0,27.0,115.0,41.0,52.0,23.0,53.0,80.0,38.0,44.0,5.0,5.0,6.0,1.0,79.0,0.2,25.0,25.0,27.0,20.0,1.0,5.368421052631579,15.0,1.0,3.263157894736842,14.0,1.0,2.3157894736842106,12.0,0.0,0.4210526315789473,2.0,7,0,1,7,0,1,7,2,2,0,426,0,1,0.0
File,Allocator.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.8571428571428568,9.071428571428571,0.0,2.0,0.0,1.0,6.0,6.0,0.0,6.0,5.0,0.0,0.0,1.0,63.0,8.0,15.0,11.0,2.0,40.0,9.0,12.0,11.0,1.0,1.0,1.0,1.0,1.0,26.285714285714285,2.67,1.0,1.0,1.0,1.0,0.0,3.276595744680851,12.0,0.0,2.882978723404255,18.0,0.0,7.223404255319149,504.0,0.0,0.5531914893617021,5.0,10,0,1,10,0,1,10,97,97,0,79,13,0,0.0
File,AlterHandler.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,55.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,196.0,9.0,38.0,37.0,0.0,149.0,17.0,18.0,18.0,0.0,0.0,0.0,0.0,1.0,64.0,3.92,0.0,0.0,0.0,0.0,0.0,5.45,19.0,0.0,12.45,77.0,0.0,336872.7,6470784.0,0.0,1.75,7.0,88,0,1,8,0,1,8,95,95,0,386,74,0,0.0
File,AlterIndexMessage.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,6.25,0.5,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,30.0,3.0,6.0,3.0,1.0,21.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.5,39.25,3.5,1.0,1.0,1.0,1.0,0.0,1.4230769230769231,4.0,1.0,1.5384615384615383,3.0,0.0,0.9230769230769232,2.0,0.0,0.1538461538461538,1.0,33,0,3,3,0,3,3,129,95,14,14,39,1,0.0
File,AlterIndexMessage.java,3.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,6.25,0.5,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,33.0,6.0,9.0,6.0,1.0,18.0,5.0,7.0,6.0,1.0,1.0,1.0,1.0,2.5,39.25,2.0,1.0,1.0,1.0,1.0,0.0,1.4230769230769231,4.0,1.0,1.5384615384615383,3.0,0.0,0.9230769230769232,2.0,0.0,0.1538461538461538,1.0,33,0,3,3,0,3,3,129,95,14,14,39,1,0.0
File,AlterPartitionMessage.java,5.0,0.0,5.0,0.0,2.0,2.0,2.0,1.0,1.0,8.5,0.5,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,3.0,43.0,7.0,15.0,8.0,4.0,21.0,8.0,13.0,7.0,6.0,3.0,3.0,3.0,2.5,40.5,1.4,4.0,4.0,4.0,2.0,1.0,1.945945945945946,5.0,1.0,1.8108108108108107,9.0,0.0,1.945945945945946,40.0,0.0,0.1891891891891892,2.0,22,0,2,4,0,2,4,129,95,21,239,18,1,0.0
File,AlterPartitionMessage.java,13.0,0.0,13.0,0.0,5.0,5.0,5.0,1.0,1.0,8.5,0.5,1.0,0.0,0.0,7.0,7.0,0.0,7.0,0.0,0.0,1.0,6.0,65.0,10.0,37.0,13.0,16.0,18.0,18.0,28.0,12.0,16.0,8.0,8.0,8.0,2.5,40.5,0.49,9.0,9.0,9.0,2.0,1.0,1.945945945945946,5.0,1.0,1.8108108108108107,9.0,0.0,1.945945945945946,40.0,0.0,0.1891891891891892,2.0,22,0,2,4,0,2,4,129,95,21,239,18,1,0.0
File,AlterTableMessage.java,4.0,0.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,7.0,0.5,1.0,0.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,1.0,2.0,37.0,4.0,12.0,6.0,3.0,21.0,5.0,9.0,5.0,4.0,2.0,2.0,2.0,2.5,39.0,1.75,3.0,3.0,3.0,2.0,1.0,1.8666666666666667,4.0,1.0,1.8333333333333333,7.0,0.0,1.2666666666666666,12.0,0.0,0.2333333333333333,2.0,17,0,2,3,0,2,3,129,95,21,360,18,1,0.0
File,AlterTableMessage.java,11.0,0.0,11.0,0.0,4.0,4.0,4.0,1.0,1.0,7.0,0.5,1.0,0.0,0.0,5.0,5.0,0.0,5.0,0.0,0.0,1.0,4.0,54.0,7.0,29.0,9.0,13.0,18.0,12.0,20.0,8.0,12.0,6.0,6.0,6.0,2.5,39.0,0.62,7.0,7.0,7.0,2.0,1.0,1.8666666666666667,4.0,1.0,1.8333333333333333,7.0,0.0,1.2666666666666666,12.0,0.0,0.2333333333333333,2.0,17,0,2,3,0,2,3,129,95,21,360,18,1,0.0
File,AnnotateReduceSinkOutputOperator.java,13.0,1.0,12.0,1.0,2.0,2.0,2.0,1.0,1.5,13.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,73.0,6.0,46.0,32.0,15.0,21.0,32.0,38.0,30.0,13.0,2.0,2.0,2.0,1.5,0.0,0.46,3.0,3.0,3.0,2.0,1.0,1.0,1.0,7.0,9.5,12.0,1.0,1.5,2.0,0.0,0.5,1.0,73,0,1,1,0,1,1,149,149,0,0,21,0,0.0
File,AnnotateRunTimeStatsOptimizer.java,13.0,0.0,12.0,0.0,3.0,3.0,3.0,1.0,2.0,26.5,0.0,2.0,3.0,1.0,8.0,5.0,1.0,8.0,0.0,3.0,0.0,5.0,174.0,16.0,140.0,72.0,68.0,18.0,83.0,110.0,68.0,59.0,6.0,6.0,6.0,1.0,0.0,0.13,22.0,22.0,24.0,8.0,2.0,3.571428571428572,6.0,2.0,8.571428571428571,17.0,1.0,3.0,6.0,0.0,1.4285714285714286,3.0,174,0,1,1,0,1,1,149,149,0,0,18,0,0.0
File,AppConfig.java,5.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,30.0,0.0,2.0,3.0,54.0,41.0,40.0,2.0,43.0,0.0,6.0,0.0,37.0,392.0,36.0,267.0,146.0,172.0,90.0,162.0,231.0,139.0,106.0,9.0,9.0,10.0,2.0,0.0,0.34,62.0,62.0,63.0,49.0,1.0,2.7906976744186047,8.0,1.0,3.3255813953488373,14.0,1.0,2.3255813953488373,32.0,0.0,0.4418604651162791,4.0,0,24,4,45,0,4,45,101,56,33,29,0,0,0.0
File,AuthorizationTestUtil.java,7.0,0.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,7.5,0.0,2.0,4.0,0.0,6.0,2.0,1.0,6.0,0.0,3.0,0.0,3.0,94.0,11.0,42.0,25.0,11.0,41.0,26.0,34.0,25.0,11.0,1.0,1.0,1.0,1.0,0.0,0.98,6.0,6.0,6.0,6.0,2.0,3.2,5.0,2.0,4.4,11.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,1,3,0,1,3,563,563,0,558,0,1,0.0
File,AvroDeserializer.java,24.0,1.0,19.0,4.0,5.0,4.0,5.0,2.0,1.0,25.5,0.0,2.0,0.0,2.0,14.0,14.0,7.0,14.0,0.0,9.0,0.0,5.0,447.0,40.0,321.0,129.0,199.0,93.0,177.0,231.0,117.0,152.0,18.0,12.0,18.0,1.0,41.5,0.29,65.0,55.0,66.0,33.0,1.0,5.424242424242424,25.0,1.0,12.363636363636363,24.0,1.0,3.757575757575758,40.0,0.0,0.6363636363636364,5.0,18,0,1,22,0,1,22,56,56,0,72,0,0,0.0
File,AvroGenericRecordReader.java,13.0,1.0,10.0,2.0,3.0,3.0,3.0,2.0,2.0,20.5,0.0,1.0,0.0,1.0,10.0,10.0,6.0,10.0,0.0,2.0,0.0,8.0,204.0,25.0,141.0,64.0,62.0,39.0,78.0,103.0,57.0,56.0,8.0,8.0,9.0,1.0,52.5,0.28,25.0,25.0,28.0,15.0,0.0,2.727272727272727,7.0,1.0,4.545454545454546,17.0,1.0,2.4545454545454546,14.0,0.0,0.6363636363636364,4.0,2,0,1,11,1,1,11,27,27,0,165,0,1,0.0
File,AvroSerdeUtils.java,12.0,1.0,9.0,2.0,2.0,2.0,3.0,1.0,1.0,27.0,0.0,2.0,13.0,10.0,15.0,4.0,8.0,17.0,1.0,0.0,1.0,15.0,307.0,34.0,209.0,90.0,116.0,64.0,109.0,151.0,82.0,92.0,9.0,9.0,13.0,1.0,41.0,0.31,39.0,39.0,45.0,24.0,0.0,6.88,45.0,1.0,4.96,18.0,1.0,2.56,13.0,0.0,0.76,3.0,26,0,2,15,0,2,15,62,56,162,119,2,0,0.0
File,BaseSemanticAnalyzer.java,13.0,0.0,11.0,2.0,3.0,2.0,3.0,1.0,1.0,25.0,2.0,6.0,35.0,5.0,110.0,77.0,43.0,112.0,2.0,10.0,29.0,71.0,1766.0,166.0,1327.0,413.0,810.0,287.0,688.0,959.0,403.0,671.0,21.0,21.0,31.0,1.0,46.6,0.22,293.0,267.0,326.0,136.0,1.0,8.548076923076923,83.0,0.0,4.5,29.0,0.0,10.85576923076923,703.0,0.0,0.7211538461538461,4.0,41,0,2,130,0,2,130,95,95,29,23,8,1,1.0
File,BaseWork.java,5.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,22.0,4.0,1.0,0.0,1.0,35.0,35.0,13.0,35.0,0.0,0.0,0.0,35.0,279.0,59.0,166.0,82.0,61.0,55.0,83.0,122.0,77.0,56.0,4.0,4.0,5.0,2.0,93.0,0.33,38.0,38.0,41.0,31.0,2.0,7.073170731707317,53.0,0.0,4.487804878048781,44.0,0.0,3.4390243902439024,79.0,0.0,0.5121951219512195,4.0,35,0,3,42,0,3,42,38,2,111,32,1,1,0.0
File,BatchToRowInputFormat.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,31.0,4.0,10.0,9.0,0.0,17.0,7.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,31,0,1,1,0,1,1,563,563,0,0,17,0,0.0
File,BatchToRowReader.java,18.0,0.0,18.0,0.0,4.0,4.0,6.0,2.0,1.5,29.0,0.5,1.0,14.0,1.0,33.0,19.0,6.0,33.0,0.0,5.0,6.0,22.0,623.0,40.0,552.0,171.0,314.0,32.0,264.0,362.0,135.0,237.0,20.0,9.0,20.0,1.5,45.0,0.06,114.0,97.0,150.0,49.0,0.0,5.947368421052632,28.0,0.0,3.842105263157895,23.0,0.0,4.894736842105263,42.0,0.0,1.105263157894737,3.0,623,0,1,1,0,1,1,563,563,0,0,31,0,0.0
File,BeeLine.java,14.0,1.0,11.0,2.0,3.0,3.0,3.0,2.0,1.4,18.2,0.1333333333333333,3.0,9.0,15.0,122.0,113.0,23.0,122.0,81.0,9.0,3.0,29.0,2215.0,324.0,1602.0,360.0,1065.0,317.0,669.0,992.0,369.0,738.0,15.0,15.0,16.0,1.2666666666666666,18.53333333333333,0.2,335.0,331.0,370.0,199.0,0.0,4.4,56.0,0.0,4.185964912280702,41.0,0.0,7.589473684210526,1282.0,0.0,0.5298245614035088,8.0,34,0,3,68,0,3,68,127,56,50,19,0,1,1.0
File,BeeLineOpts.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,1.6666666666666667,15.333333333333334,0.0,4.0,2.0,10.0,94.0,92.0,40.0,94.0,3.0,0.0,0.0,91.0,638.0,118.0,472.0,200.0,215.0,51.0,213.0,333.0,189.0,164.0,6.0,6.0,7.0,1.0,32.666666666666664,0.11,117.0,117.0,121.0,100.0,0.0,2.3617021276595747,8.0,1.0,1.8404255319148937,12.0,0.0,1.24468085106383,10.0,0.0,0.1808510638297872,3.0,1,0,2,29,0,2,29,6,3,136,49,0,2,1.0
File,BeelineInPlaceUpdateStream.java,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,9.0,9.0,2.0,9.0,1.0,0.0,0.0,8.0,84.0,15.0,52.0,28.0,13.0,17.0,20.0,32.0,21.0,11.0,2.0,2.0,3.0,1.0,7.0,0.33,10.0,10.0,11.0,9.0,0.0,1.1428571428571428,3.0,2.0,2.2857142857142856,4.0,1.0,1.1428571428571428,2.0,0.0,0.1428571428571428,1.0,84,0,2,2,0,2,2,50,4,196,196,16,1,0.0
File,BinaryColumnStatistics.java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,25.0,1.0,4.0,3.0,0.0,20.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,8.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,1,3,0,1,3,97,97,0,693,0,1,1.0
File,BinarySortableDeserializeRead.java,37.0,3.0,30.0,4.0,7.0,5.0,7.0,3.0,1.0,22.0,0.0,1.0,0.0,1.0,10.0,10.0,12.0,10.0,0.0,2.0,0.0,8.0,490.0,51.0,333.0,82.0,223.0,106.0,209.0,255.0,89.0,187.0,51.0,36.0,56.0,2.0,75.0,0.32,65.0,50.0,70.0,31.0,1.0,10.142857142857142,39.0,1.0,8.714285714285714,40.0,1.0,81.57142857142857,559.0,0.0,1.0,4.0,67,0,4,8,0,4,8,67,67,46,90,61,0,0.0
File,BinarySortableSerDe.java,31.0,2.0,25.0,4.0,5.0,4.0,6.0,3.0,1.0,39.0,0.3333333333333333,1.0,22.0,4.0,31.0,9.0,11.0,31.0,3.0,2.0,0.0,26.0,1141.0,110.0,857.0,297.0,571.0,174.0,532.0,627.0,278.0,448.0,71.0,51.0,74.0,2.333333333333333,31.0,0.2,164.0,124.0,172.0,87.0,0.0,7.763157894736842,35.0,1.0,6.973684210526316,60.0,1.0,7.7894736842105265,97.0,0.0,1.0789473684210529,5.0,102,0,1,34,0,1,34,67,67,0,82,58,0,0.0
File,BinarySortableSerializeWrite.java,10.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,21.0,0.0,1.0,0.0,1.0,28.0,28.0,8.0,28.0,0.0,1.0,0.0,27.0,436.0,95.0,224.0,106.0,111.0,117.0,136.0,167.0,80.0,92.0,2.0,2.0,2.0,1.0,56.0,0.52,31.0,31.0,31.0,28.0,1.0,5.92,10.0,2.0,2.96,4.0,1.0,1.08,2.0,0.0,0.08,1.0,24,0,1,9,0,1,9,67,67,0,78,4,0,0.0
