Name,NumberOfLinesAdded,NumberOfLinesRemoved,ChangedByNCommitsInCurrentVersion,ChangedByNCommitsInCurrentVersionAndPreviousVersions,BugsFixedInNCommits,AuthorsInCurrentVersion,AuthorsInCurrentAndPreviousVersions,AuthorsAvgExpertise,AuthorsMinExpertise,AvgCommitTimeForCurrentVersion,AvgCommitTimeForCurrentVersionAndPreviousVersions,ChangedComments,UnchangedComments
QueryFragmentCounters.java,4,0,1,7,0,1,7,246,246,0,82,0,1
LlapDaemonExecutorInfo.java,8,0,1,7,0,1,7,141,141,0,117,0,1
LlapDaemonExecutorMetrics.java,62,0,1,8,0,1,8,141,141,0,100,0,1
LlapWrappedAppender.java,222,0,1,1,0,1,1,141,141,0,0,26,0
Log4jQueryCompleteMarker.java,69,0,1,1,0,1,1,141,141,0,0,15,0
LlapRoutingAppenderPurgePolicy.java,128,0,1,1,0,1,1,141,141,0,0,27,0
OrcFileMetadata.java,12,0,3,12,0,3,12,330,97,90,76,0,3
OrcFileEstimateErrors.java,4,0,1,2,0,1,2,563,563,0,97,0,0
ConsumerStripeMetadata.java,35,0,2,2,0,2,2,330,97,131,131,17,1
OrcStripeMetadata.java,28,0,4,23,0,4,23,302,97,94,38,1,2
OrcMetadataCache.java,0,0,1,18,0,1,18,563,563,0,43,0,1
ConsumerFileMetadata.java,31,0,2,2,0,2,2,330,97,131,131,17,1
OrcEncodedDataReader.java,26,0,11,64,0,11,64,186,6,34,13,14,4
PassThruOffsetReader.java,66,0,2,2,0,2,2,330,97,183,183,16,1
VertorDeserializeOrcWriter.java,459,0,2,2,0,2,2,563,563,11,11,43,0
LineRrOffsetReader.java,86,0,2,2,0,2,2,330,97,183,183,16,1
SerDeEncodedDataReader.java,1673,0,4,4,0,4,4,330,97,43,43,168,1
ReadPipeline.java,4,0,4,5,0,4,5,302,97,101,204,0,3
OrcColumnVectorProducer.java,11,0,7,36,0,7,36,228,6,50,25,2,3
GenericColumnVectorProducer.java,208,0,3,3,0,3,3,330,97,66,66,20,2
EncodedDataConsumer.java,17,0,2,16,0,2,16,330,97,131,54,2,1
ColumnVectorProducer.java,11,0,4,20,0,4,20,302,97,101,46,0,3
OrcEncodedDataConsumer.java,113,0,9,37,0,9,37,302,97,42,22,18,3
LlapIoImpl.java,52,0,6,39,0,6,39,404,246,58,21,3,3
LlapInputFormat.java,0,151,9,54,0,9,54,243,67,42,18,28,4
LlapRecordReader.java,354,0,5,8,0,5,8,330,97,32,66,31,3
QueryIdentifier.java,8,0,1,2,0,1,2,141,141,0,178,8,0
ContainerRunnerImpl.java,83,0,15,56,0,15,56,317,141,22,14,8,13
LlapDaemon.java,73,0,16,87,1,16,87,203,19,20,9,3,11
TaskExecutorService.java,144,0,4,35,0,4,35,317,141,36,21,18,1
QueryInfo.java,52,0,4,12,0,4,12,194,141,74,59,1,3
LlapTokenChecker.java,19,0,4,7,0,4,7,563,563,63,43,0,2
LlapProtocolServerImpl.java,0,1,1,8,0,1,8,563,563,0,19,0,1
LlapTaskReporter.java,45,0,4,12,0,4,12,317,141,80,60,3,1
StatsRecordingThreadPool.java,230,0,2,2,0,2,2,246,246,2,2,43,0
LlapConstants.java,32,0,2,2,0,2,2,141,141,2,2,14,1
QueryTracker.java,60,0,7,22,0,7,22,194,141,42,31,24,1
TaskRunnerCallable.java,31,0,9,49,0,9,49,240,9,33,14,9,7
AMReporter.java,50,0,5,19,0,5,19,242,19,21,38,22,2
EvictingPriorityBlockingQueue.java,51,0,2,8,0,2,8,141,141,26,90,7,1
Scheduler.java,2,0,1,6,0,1,6,563,563,0,144,0,1
LlapDaemonMXBean.java,6,0,1,4,0,1,4,563,563,0,255,4,0
PriorityBlockingDeque.java,6,0,2,3,0,2,3,141,141,26,316,2,1
LlapWebServices.java,2,0,2,13,0,2,13,563,563,115,49,0,2
ShortestJobFirstComparator.java,1,0,2,3,0,2,3,194,141,3,268,1,1
FirstInFirstOutComparator.java,0,4,1,2,0,1,2,141,141,0,535,0,1
HiveHFileOutputFormat.java,7,0,1,11,0,1,11,1,1,0,241,0,1
HiveHBaseTableInputFormat.java,3,0,1,34,0,1,34,27,27,0,72,0,0
Constants.java,14,0,5,44,0,5,44,88,4,90,75,35,2
Context.java,135,0,7,69,0,7,69,374,19,37,45,52,2
HiveBaseResultSet.java,0,0,1,26,0,1,26,9,9,0,95,0,1
HiveConnection.java,0,13,3,87,0,3,87,50,4,124,34,0,1
Utils.java,0,0,6,72,0,6,72,243,79,46,35,0,4
HiveStatement.java,15,0,2,45,0,2,45,42,4,254,66,6,0
InPlaceUpdateStream.java,31,0,2,2,0,2,2,50,4,196,196,16,1
CliDriver.java,45,0,2,105,0,2,105,198,149,126,29,9,1
TestSlotZnode.java,274,0,2,2,0,2,2,563,563,53,53,23,1
LlapInputSplit.java,34,0,2,12,0,2,12,563,563,1,9,0,2
SubmitWorkInfo.java,32,0,1,5,0,1,5,563,563,0,26,0,1
LlapRowRecordReader.java,1,0,1,4,0,1,4,215,215,0,27,0,1
LlapBaseRecordReader.java,33,0,2,6,0,2,6,389,215,15,15,2,1
LlapCoordinator.java,164,0,2,2,0,2,2,563,563,5,5,46,0
LlapTaskUmbilicalExternalClient.java,18,0,6,17,0,6,17,306,141,36,18,4,4
LlapTokenLocalClientImpl.java,61,0,1,1,0,1,1,563,563,0,0,0,1
LlapTokenClient.java,0,0,1,2,0,1,2,563,563,0,93,0,1
LlapProtocolClientProxy.java,6,0,1,4,0,1,4,563,563,0,63,1,0
ServiceInstance.java,0,7,1,7,1,1,7,246,246,0,99,5,0
ServiceInstanceSet.java,5,0,4,9,1,4,9,404,246,52,82,9,2
ServiceRegistry.java,0,5,2,6,0,2,6,563,563,0,133,19,0
LlapTaskUmbilicalServer.java,22,0,1,4,0,1,4,215,215,0,46,0,1
LlapProxy.java,0,6,1,4,0,1,4,563,563,0,60,0,1
LlapIo.java,1,0,1,4,0,1,4,563,563,0,248,0,1
LlapZookeeperRegistryImpl.java,188,0,14,32,1,14,32,237,19,18,11,24,4
LlapFixedRegistryImpl.java,2,0,5,20,1,5,20,404,246,39,35,0,5
LlapRegistryService.java,11,0,3,18,0,3,18,404,246,7,41,2,1
SlotZnode.java,334,0,1,1,0,1,1,563,563,0,0,26,0
InactiveServiceInstance.java,72,0,2,2,1,2,2,404,246,73,73,12,1
VerifyFast.java,0,0,2,7,0,2,7,67,67,113,105,0,2
SerdeRandomRowSource.java,423,0,1,1,0,1,1,67,67,0,0,0,0
MyTestPrimitiveClass.java,0,8,1,4,0,1,4,67,67,0,210,2,0
TestBinarySortableFast.java,34,0,4,9,0,4,9,67,67,46,79,0,3
TestLazyBinaryFast.java,0,28,3,6,0,3,6,67,67,12,104,0,2
TestLazySimpleFast.java,0,19,3,7,0,3,7,67,67,12,86,0,2
TestAvroDeserializer.java,2,0,1,10,0,1,10,56,56,0,168,0,0
TestAvroSerdeUtils.java,20,0,1,6,0,1,6,56,56,0,303,0,0
TestAvroSerializer.java,4,0,1,9,0,1,9,67,67,0,209,1,0
TestTimestampWritable.java,11,0,2,9,1,2,9,68,38,270,173,9,0
TestPrimitiveObjectInspectorUtils.java,6,0,1,6,0,1,6,215,215,0,236,0,1
WriteBuffers.java,5,0,1,17,0,1,17,563,563,0,50,0,0
SerDeUtils.java,11,0,1,48,0,1,48,563,563,0,62,0,1
BinarySortableSerDe.java,102,0,1,34,0,1,34,67,67,0,82,58,0
LazyBinarySerDe.java,50,0,1,30,0,1,30,67,67,0,93,24,0
LazyBinaryHiveDecimal.java,0,2,1,4,0,1,4,67,67,0,455,0,1
SerializeWrite.java,5,0,2,6,0,2,6,67,67,138,126,3,0
DeserializeRead.java,61,0,3,6,0,3,6,67,67,12,103,72,0
LazyUtils.java,12,0,1,41,0,1,41,67,67,0,69,8,0
LazyHiveDecimal.java,30,0,1,8,0,1,8,67,67,0,195,14,0
AvroDeserializer.java,18,0,1,22,0,1,22,56,56,0,72,0,0
AvroSerdeUtils.java,26,0,2,15,0,2,15,62,56,162,119,2,0
TimestampWritable.java,0,11,2,17,1,2,17,68,38,270,131,0,2
TypeInfoUtils.java,4,0,2,37,0,2,37,162,79,8,79,3,0
HiveDecimalUtils.java,1,0,1,9,0,1,9,67,67,0,145,0,1
ColumnBuffer.java,5,0,1,2,0,1,2,95,95,0,102,0,0
ObjectInspectorUtils.java,2,0,1,66,0,1,66,67,67,0,46,2,0
StandardStructObjectInspector.java,10,0,1,13,1,1,13,188,188,0,246,0,1
BinarySortableDeserializeRead.java,67,0,4,8,0,4,8,67,67,46,90,61,0
BinarySortableSerializeWrite.java,24,0,1,9,0,1,9,67,67,0,78,4,0
LazyBinarySerializeWrite.java,44,0,1,7,0,1,7,67,67,0,105,8,0
LazyBinaryDeserializeRead.java,30,0,4,10,0,4,10,67,67,46,70,46,1
LazySimpleDeserializeRead.java,135,0,6,13,0,6,13,67,67,34,55,104,1
LazySimpleSerializeWrite.java,22,0,1,7,0,1,7,67,67,0,105,3,0
LazyHiveDecimalObjectInspector.java,5,0,1,4,0,1,4,67,67,0,455,1,0
WritableConstantHiveDecimalObjectInspector.java,0,1,1,6,0,1,6,67,67,0,273,3,0
PrimitiveObjectInspectorUtils.java,49,0,2,37,0,2,37,141,67,34,78,4,1
TestLdapAtnProviderWithMiniDS.java,98,0,2,7,0,2,7,56,56,42,37,0,0
TestLdapAuthenticationProviderImpl.java,209,0,1,4,0,1,4,56,56,0,185,0,0
TestPlainSaslHelper.java,3,0,1,6,0,1,6,149,149,0,237,0,0
TestRetryingThriftCLIServiceClient.java,3,0,2,5,0,2,5,76,4,170,120,0,1
TestColumn.java,0,0,1,3,0,1,3,95,95,0,161,0,0
CLIServiceRestoreTest.java,3,0,1,2,0,1,2,149,149,0,186,0,0
CLIServiceTest.java,4,0,4,26,0,4,26,67,4,60,56,1,2
TestHS2HttpServer.java,80,0,4,5,0,4,5,98,2,43,78,0,2
TestCustomQueryFilter.java,85,0,1,1,0,1,1,56,56,0,0,0,0
TestUserSearchFilter.java,94,0,1,1,0,1,1,56,56,0,0,0,0
TestChainFilter.java,103,0,1,1,0,1,1,56,56,0,0,0,0
TestUserFilter.java,75,0,1,1,0,1,1,56,56,0,0,0,0
TestLdapUtils.java,103,0,1,1,0,1,1,56,56,0,0,0,0
Credentials.java,41,0,1,1,0,1,1,56,56,0,0,0,0
TestQueryFactory.java,79,0,1,1,0,1,1,56,56,0,0,0,0
TestQuery.java,59,0,1,1,0,1,1,56,56,0,0,0,0
TestGroupFilter.java,101,0,1,1,0,1,1,56,56,0,0,0,0
LdapTestUtils.java,126,0,1,1,0,1,1,56,56,0,0,0,0
TestLdapSearch.java,209,0,1,1,0,1,1,56,56,0,0,0,0
TestSearchResultHandler.java,222,0,1,1,0,1,1,56,56,0,0,0,0
TestSessionManagerMetrics.java,1,0,1,3,0,1,3,149,149,0,137,0,0
TestSessionGlobalInitFile.java,3,0,1,9,0,1,9,149,149,0,90,0,0
TestSessionCleanup.java,4,0,1,2,0,1,2,149,149,0,54,0,0
TestSessionHooks.java,5,0,1,5,0,1,5,149,149,0,264,0,0
ThriftCLIServiceTest.java,0,0,1,14,0,1,14,4,4,0,92,0,1
ThriftCliServiceTestWithCookie.java,0,1,2,4,0,2,4,6,4,20,217,0,2
LlapServlet.java,1,0,2,3,1,2,3,352,141,229,144,0,1
LdapAuthenticationProviderImpl.java,0,514,2,20,0,2,20,56,56,42,67,0,0
HiveAuthFactory.java,10,0,1,33,0,1,33,56,56,0,37,0,0
CLIService.java,49,0,3,44,0,3,44,192,4,20,33,15,0
JobProgressUpdate.java,55,0,2,2,0,2,2,50,4,196,196,16,1
EmbeddedCLIServiceClient.java,0,0,1,8,0,1,8,4,4,0,199,0,1
ICLIService.java,0,0,1,11,0,1,11,4,4,0,139,0,1
OperationStatus.java,14,0,2,6,0,2,6,42,4,254,223,0,2
ProgressMonitorStatusMapper.java,37,0,2,2,0,2,2,50,4,196,196,20,0
TezProgressMonitorStatusMapper.java,50,0,2,2,0,2,2,50,4,196,196,20,0
HiveServer2.java,53,0,7,57,0,7,57,187,2,40,25,6,2
Filter.java,36,0,1,1,0,1,1,56,56,0,0,0,0
LdapSearchFactory.java,64,0,1,1,0,1,1,56,56,0,0,0,0
SearchResultHandler.java,163,0,1,1,0,1,1,56,56,0,0,0,0
ChainFilterFactory.java,78,0,1,1,0,1,1,56,56,0,0,0,0
FilterFactory.java,33,0,1,1,0,1,1,56,56,0,0,0,0
QueryFactory.java,135,0,1,1,0,1,1,56,56,0,0,0,0
UserFilterFactory.java,75,0,1,1,0,1,1,56,56,0,0,0,0
Query.java,0,0,1,21,0,1,21,56,56,0,129,0,0
GroupFilterFactory.java,90,0,1,1,0,1,1,56,56,0,0,0,0
LdapUtils.java,228,0,1,1,0,1,1,56,56,0,0,0,0
LdapSearch.java,155,0,1,1,0,1,1,56,56,0,0,0,0
DirSearch.java,52,0,1,1,0,1,1,56,56,0,0,0,0
UserSearchFilterFactory.java,65,0,1,1,0,1,1,56,56,0,0,0,0
CustomQueryFilterFactory.java,84,0,1,1,0,1,1,56,56,0,0,0,0
DirSearchFactory.java,37,0,1,1,0,1,1,56,56,0,0,0,0
HiveSession.java,3,0,1,13,0,1,13,563,563,0,101,0,0
HiveSessionImpl.java,57,0,5,72,0,5,72,159,2,28,18,0,2
HiveSessionImplwithUGI.java,1,0,1,27,0,1,27,563,563,0,46,0,0
SessionManager.java,2,0,2,42,0,2,42,78,61,19,31,0,0
OperationManager.java,14,0,3,27,0,3,27,104,9,83,53,2,1
Operation.java,0,12,5,38,0,5,38,321,79,74,38,0,2
ExecuteStatementOperation.java,0,0,1,10,0,1,10,563,563,0,135,0,0
MetadataOperation.java,0,0,1,10,0,1,10,563,563,0,135,0,0
GetColumnsOperation.java,10,0,1,14,0,1,14,149,149,0,106,0,1
SQLOperation.java,30,0,7,57,0,7,57,216,56,39,25,1,1
SQLOperationDisplay.java,0,0,1,4,0,1,4,563,563,0,49,0,0
ThriftHttpServlet.java,0,0,2,22,0,2,22,176,9,113,58,1,0
ThriftCLIService.java,25,0,4,54,0,4,54,50,4,84,26,0,2
ThriftCLIServiceClient.java,1,0,2,16,0,2,16,42,4,254,93,0,2
RetryingThriftCLIServiceClient.java,0,0,1,9,0,1,9,4,4,0,60,0,1
TestLlapTaskCommunicator.java,17,0,2,7,0,2,7,352,141,91,45,0,2
TestLlapTaskSchedulerService.java,502,0,5,27,1,5,27,194,141,51,27,16,1
LlapTezUtils.java,22,0,2,3,0,2,3,246,246,2,82,0,2
LlapTaskSchedulerService.java,202,0,14,52,1,14,52,317,141,16,14,56,5
LlapContainerLauncher.java,6,0,1,5,0,1,5,141,141,0,180,1,0
LlapTaskCommunicator.java,141,0,14,50,0,14,50,317,141,20,14,38,6
SourceStateTracker.java,31,0,2,11,0,2,11,141,141,239,67,0,2
TestBeelineArgParsing.java,17,0,1,10,0,1,10,9,9,0,112,0,1
TestBeeLineOpts.java,41,0,1,1,0,1,1,3,3,0,0,17,0
TestBeeLineExceptionHandling.java,72,0,1,1,0,1,1,56,56,0,0,0,0
HiveSchemaTool.java,21,0,1,16,1,1,16,4,4,0,81,6,0
BeeLine.java,34,0,3,68,0,3,68,127,56,50,19,0,1
Commands.java,64,0,4,44,0,4,44,37,3,79,33,1,1
BeeLineOpts.java,1,0,2,29,0,2,29,6,3,136,49,0,2
BeelineInPlaceUpdateStream.java,84,0,2,2,0,2,2,50,4,196,196,16,1
Operator.java,53,0,3,168,0,3,168,284,141,83,18,4,1
TestLlapOutputFormat.java,19,0,3,8,0,3,8,389,215,8,18,1,2
TestTxnCommands2.java,490,0,11,36,0,11,36,101,45,20,19,98,2
TestTxnCommands.java,363,0,11,18,0,11,18,238,95,23,33,27,4
TestQBCompact.java,3,0,1,5,0,1,5,149,149,0,211,0,0
TestUpdateDeleteSemanticAnalyzer.java,5,0,4,20,0,4,20,270,97,103,51,0,3
TestHiveDecimalParse.java,3,0,1,4,0,1,4,149,149,0,332,0,0
TestIUD.java,4,0,3,13,0,3,13,148,146,10,70,0,3
TestColumnAccess.java,3,0,1,4,0,1,4,149,149,0,216,0,0
TestReplicationSemanticAnalyzer.java,259,0,2,2,0,2,2,129,95,101,101,23,1
TestQBSubQuery.java,0,0,2,7,0,2,7,81,13,16,191,0,2
TestMergeStatement.java,264,0,2,2,0,2,2,122,97,232,232,37,0
TestMacroSemanticAnalyzer.java,0,2,1,6,0,1,6,563,563,0,269,0,1
